Leak#,Latitude,Longitude,Base,COF,POF,Subway,Tree,GW,Soil,Total
967,37.54776984,127.1670581,0.004496273160941178,0.54,0.42,0.0,0.0,2.7,0.0,3.6644962731609416
968,37.52420439,127.1326626,0.18242552380635635,0.54,1.0,0.0,0.0,2.7,0.0,4.422425523806357
969,37.55058764,127.1526683,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
970,37.5688163,127.175827,0.07585818002124355,0.39,0.72,0.0,0.0,2.7,0.0,3.885858180021244
971,37.55849068,127.132554,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
972,37.55798138,127.1450723,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
973,37.54974964,127.1369009,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
974,37.53809739,127.1234705,0.08317269649392235,0.465,1.0,0.0,0.0,2.7,0.0,4.248172696493922
975,37.5543585,127.1533391,0.9890130573694068,0.723,1.0,0.0,0.0,2.7,0.0,5.412013057369407
976,37.56091198,127.1587045,0.026596993576865856,0.39,0.24,0.0,0.0,2.7,0.0,3.356596993576866
977,37.54600807,127.1219103,0.005486298899450404,0.465,0.42,0.0,0.0,2.7,0.0,3.5904862988994504
978,37.54414499,127.1423965,0.9890130573694068,0.723,1.0,0.0,0.0,2.7,0.0,5.412013057369407
979,37.52745971,127.1229972,0.00816257115315989,0.54,0.56,0.0,0.0,2.7,0.0,3.80816257115316
980,37.5455209,127.1238296,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
981,37.54313112,127.1418485,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
982,37.56164577,127.1815141,0.01098694263059318,0.465,0.72,0.0,0.0,2.7,0.0,3.8959869426305933
983,37.55702993,127.1701294,5.527786369235996E-4,0.723,0.42,0.0,0.0,2.7,0.0,3.8435527786369237
984,37.53173044,127.1426915,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
985,37.56047964,127.1696987,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
986,37.54651774,127.1671899,0.09112296101485612,0.54,1.0,0.0,0.0,2.7,0.0,4.331122961014856
987,37.54607563,127.157232,0.09112296101485612,0.54,1.0,0.0,0.0,2.7,0.0,4.331122961014856
988,37.55308341,127.1345166,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
989,37.54522991,127.1483391,0.09975048911968513,0.54,1.0,0.0,0.0,2.7,0.0,4.339750489119686
990,37.53317042,127.1418459,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
991,37.54837853,127.146224,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
992,37.53360936,127.1265078,0.039165722796764356,0.39,0.42,0.0,0.0,2.7,0.0,3.5491657227967646
993,37.54989779,127.1383888,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
994,37.54119489,127.1264718,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
995,37.56257179,127.1555494,0.04742587317756678,0.465,1.0,0.0,0.0,2.7,0.0,4.212425873177567
996,37.56286139,127.1733502,0.06913842034334682,0.39,0.56,0.0,0.0,2.7,0.0,3.719138420343347
997,37.55818162,127.1696107,0.039165722796764356,0.465,1.0,0.0,0.0,2.7,0.0,4.204165722796764
998,37.55258286,127.1277996,0.005486298899450404,0.54,0.42,0.0,0.0,2.7,0.0,3.6654862988994505
999,37.55314972,127.129294,0.16798161486607552,0.39,1.0,0.0,0.0,2.7,0.0,4.257981614866075
1000,37.54372778,127.1366098,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1001,37.53430318,127.1450808,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1002,37.5327802,127.1235911,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1003,37.54749466,127.1385409,0.47502081252106,0.39,1.0,0.0,0.0,2.7,0.0,4.565020812521061
1004,37.54971321,127.1322002,0.289050497374996,0.39,1.0,0.0,0.0,2.7,0.0,4.379050497374996
1005,37.52827465,127.1221773,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1006,37.53000205,127.136779,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1007,37.5328532,127.1249774,0.005486298899450404,0.465,0.42,0.0,0.0,2.7,0.0,3.5904862988994504
1008,37.53378606,127.130318,0.005486298899450404,0.465,0.42,0.0,0.0,2.7,0.0,3.5904862988994504
1009,37.54634949,127.1373022,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1010,37.54975098,127.1439713,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1011,37.5470178,127.130731,0.02931223075135632,0.39,0.42,0.0,0.0,2.7,0.0,3.5393122307513565
1012,37.55121492,127.1371853,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
1013,37.5461713,127.1415329,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1014,37.53813384,127.1475814,0.003684239899435986,0.465,0.24,0.0,0.0,2.7,0.0,3.4086842398994364
1015,37.57578582,127.1706536,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1016,37.53401786,127.1237826,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1017,37.54948699,127.1717909,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
1018,37.5460833,127.1565996,0.0024726231566347743,0.723,1.0,0.0,0.0,2.7,0.0,4.425472623156635
1019,37.55436581,127.1326007,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1020,37.556966,127.1345331,0.2141650169574414,0.39,1.0,0.0,0.0,2.7,0.0,4.304165016957441
1021,37.55971587,127.1688075,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
1022,37.54696902,127.1321857,0.18242552380635635,0.54,1.0,0.0,0.0,2.7,0.0,4.422425523806357
1023,37.56149021,127.1548761,0.09112296101485612,0.39,0.72,0.0,0.0,2.7,0.0,3.901122961014856
1024,37.54879453,127.1416609,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1025,37.55526406,127.1567239,0.002731960763011059,0.723,1.0,0.0,0.0,2.7,0.0,4.425731960763011
1026,37.54237071,127.1327508,0.09975048911968513,0.465,1.0,0.0,0.0,2.7,0.0,4.2647504891196855
1027,37.54291524,127.1338805,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1028,37.54860406,127.1376221,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1029,37.56157449,127.1608308,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
1030,37.54873682,127.1228542,0.05732417589886873,0.54,1.0,0.0,0.0,2.7,0.0,4.2973241758988685
1031,37.54597546,127.1624809,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1032,37.54123079,127.1357882,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1033,37.55926681,127.1695432,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
1034,37.52911502,127.1435833,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1035,37.52397629,127.1318355,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1036,37.55294751,127.1462698,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1037,37.5494029,127.1748494,0.009951801866904317,0.465,0.56,0.0,0.0,2.7,0.0,3.7349518018669046
1038,37.55109973,127.1626835,0.03557118927263617,0.39,0.42,0.0,0.0,2.7,0.0,3.5455711892726365
1039,37.56247989,127.155483,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1040,37.53330594,127.1349846,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1041,37.54902075,127.1389246,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1042,37.53313224,127.1234662,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1043,37.52739392,127.1324944,0.032295464698450495,0.39,0.42,0.0,0.0,2.7,0.0,3.5422954646984506
1044,37.54979459,127.1294306,0.08317269649392235,0.39,0.72,0.0,0.0,2.7,0.0,3.8931726964939224
1045,37.54183907,127.1230955,6.10879359434401E-4,0.723,0.42,0.0,0.0,2.7,0.0,3.8436108793594346
1046,37.53120619,127.1250926,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1047,37.54935727,127.1262606,0.02931223075135632,0.723,1.0,0.0,0.0,2.7,0.0,4.452312230751357
1048,37.5477484,127.1461912,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1049,37.56978524,127.159834,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1050,37.5351929,127.1414808,0.03557118927263617,0.39,0.42,0.0,0.0,2.7,0.0,3.5455711892726365
1051,37.53014171,127.1352274,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1052,37.57604463,127.1709707,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1053,37.56165398,127.1553155,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
1054,37.54888753,127.1492592,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1055,37.53608993,127.1494898,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
1056,37.56032888,127.1514331,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
1057,37.56224942,127.1557586,0.02931223075135632,0.39,0.42,0.0,0.0,2.7,0.0,3.5393122307513565
1058,37.54786156,127.1477668,0.401312339887548,0.39,1.0,0.0,0.0,2.7,0.0,4.491312339887548
1059,37.57670544,127.1688855,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1060,37.54670658,127.1320067,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1061,37.5381857,127.1339614,0.45016600268752216,0.39,1.0,0.0,0.0,2.7,0.0,4.540166002687522
1062,37.5430149,127.1451066,0.004070137715896128,0.465,0.42,0.0,0.0,2.7,0.0,3.5890701377158964
1063,37.56160338,127.1612585,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
1064,37.55544691,127.1718473,0.06913842034334682,0.39,0.56,0.0,0.0,2.7,0.0,3.719138420343347
1065,37.56828244,127.161198,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1066,37.53904769,127.1338,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1067,37.55382896,127.1290069,0.16798161486607552,0.39,1.0,0.0,0.0,2.7,0.0,4.257981614866075
1068,37.52957193,127.1339611,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1069,37.54276746,127.1373048,0.09975048911968513,0.54,1.0,0.0,0.0,2.7,0.0,4.339750489119686
1070,37.56042094,127.1461364,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1071,37.54198638,127.1212053,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
1072,37.55736959,127.1568549,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
1073,37.54695495,127.1254808,0.021881270936130466,0.465,1.0,0.0,0.0,2.7,0.0,4.186881270936131
1074,37.55632772,127.1623007,5.527786369235996E-4,0.723,0.42,0.0,0.0,2.7,0.0,3.8435527786369237
1075,37.56046432,127.162226,0.09112296101485612,0.54,1.0,0.0,0.0,2.7,0.0,4.331122961014856
1076,37.53366855,127.1413585,0.2689414213699951,0.39,1.0,0.0,0.0,2.7,0.0,4.3589414213699955
1077,37.52984324,127.143038,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1078,37.54275788,127.1484241,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1079,37.55095078,127.1526781,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
1080,37.53933561,127.1466685,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1081,37.55652604,127.1342227,0.19781611144141822,0.39,1.0,0.0,0.0,2.7,0.0,4.287816111441418
1082,37.54246541,127.1338098,0.05215356307841772,0.465,1.0,0.0,0.0,2.7,0.0,4.217153563078417
1083,37.53511825,127.1233331,0.09975048911968513,0.465,1.0,0.0,0.0,2.7,0.0,4.2647504891196855
1084,37.53518196,127.1414767,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1085,37.53266859,127.1378266,0.00605980149158411,0.54,0.42,0.0,0.0,2.7,0.0,3.6660598014915844
1086,37.52601955,127.14661,0.24973989440488234,0.39,1.0,0.0,0.0,2.7,0.0,4.339739894404882
1087,37.55086395,127.1411941,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1088,37.53191867,127.1446857,0.039165722796764356,0.465,1.0,0.0,0.0,2.7,0.0,4.204165722796764
1089,37.54868638,127.1327674,0.15446526508353467,0.39,1.0,0.0,0.0,2.7,0.0,4.244465265083535
1090,37.52851356,127.1436826,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1091,37.55382746,127.1287421,0.47502081252106,0.39,1.0,0.0,0.0,2.7,0.0,4.565020812521061
1092,37.54613416,127.1422576,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1093,37.54182361,127.1282968,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1094,37.54886861,127.1302113,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1095,37.56664178,127.1775322,0.07585818002124355,0.39,0.72,0.0,0.0,2.7,0.0,3.885858180021244
1096,37.56226539,127.1557725,0.009951801866904317,0.723,1.0,0.0,0.0,2.7,0.0,4.4329518018669045
1097,37.54859074,127.1553882,0.024127021417669196,0.465,1.0,0.0,0.0,2.7,0.0,4.1891270214176695
1098,37.5427796,127.139629,0.039165722796764356,0.54,1.0,0.0,0.0,2.7,0.0,4.2791657227967645
1099,37.53391586,127.1362396,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1100,37.53805432,127.1290587,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1101,37.55968315,127.1708222,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1102,37.54256638,127.1295196,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
1103,37.547776,127.1467757,0.52497918747894,0.39,1.0,0.0,0.0,2.7,0.0,4.614979187478941
1104,37.54634535,127.1336234,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1105,37.56858625,127.1728253,0.043107254941086116,0.39,0.42,0.0,0.0,2.7,0.0,3.5531072549410863
1106,37.54869491,127.1431734,0.003684239899435986,0.465,0.24,0.0,0.0,2.7,0.0,3.4086842398994364
1107,37.558382,127.1816206,0.01098694263059318,0.465,0.72,0.0,0.0,2.7,0.0,3.8959869426305933
1108,37.54675443,127.1508425,0.06913842034334682,0.54,1.0,0.0,0.0,2.7,0.0,4.309138420343347
1109,37.56227061,127.1700508,0.01098694263059318,0.465,0.72,0.0,0.0,2.7,0.0,3.8959869426305933
1110,37.52915888,127.1396425,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1111,37.53229699,127.1382047,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1112,37.54490641,127.1379884,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1113,37.56603612,127.1721148,0.07585818002124355,0.39,0.72,0.0,0.0,2.7,0.0,3.885858180021244
1114,37.54238734,127.1196198,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1115,37.53821247,127.1244306,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1116,37.56113786,127.1608371,0.02931223075135632,0.39,0.42,0.0,0.0,2.7,0.0,3.5393122307513565
1117,37.55166803,127.1527117,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
1118,37.56138184,127.1637634,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
1119,37.56408659,127.1331997,0.9890130573694068,0.723,1.0,0.0,0.0,2.7,0.0,5.412013057369407
1120,37.53899445,127.1339435,0.2689414213699951,0.39,1.0,0.0,0.0,2.7,0.0,4.3589414213699955
1121,37.53899445,127.1339435,0.15446526508353467,0.39,1.0,0.0,0.0,2.7,0.0,4.244465265083535
1122,37.54470989,127.1279264,0.0198403057340775,0.54,1.0,0.0,0.0,2.7,0.0,4.259840305734078
1123,37.5440655,127.1216819,0.0198403057340775,0.465,1.0,0.0,0.0,2.7,0.0,4.1848403057340775
1124,37.55878187,127.15067,0.00605980149158411,0.54,0.42,0.0,0.0,2.7,0.0,3.6660598014915844
1125,37.55492255,127.1229881,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1126,37.55632392,127.1649136,0.02931223075135632,0.39,0.42,0.0,0.0,2.7,0.0,3.5393122307513565
1127,37.54644714,127.1301847,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1128,37.53685299,127.1350341,0.18242552380635635,0.54,1.0,0.0,0.0,2.7,0.0,4.422425523806357
1129,37.54015973,127.1317709,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1130,37.56235153,127.1694692,0.00816257115315989,0.465,0.56,0.0,0.0,2.7,0.0,3.7331625711531604
1131,37.56145667,127.1512263,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1132,37.55553188,127.1254866,0.06297335605699649,0.465,1.0,0.0,0.0,2.7,0.0,4.227973356056997
1133,37.53640522,127.1268456,0.03557118927263617,0.39,0.42,0.0,0.0,2.7,0.0,3.5455711892726365
1134,37.55070079,127.1706674,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
1135,37.54487656,127.1203877,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1136,37.56222905,127.1687945,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1137,37.54838641,127.1313792,0.003684239899435986,0.465,0.24,0.0,0.0,2.7,0.0,3.4086842398994364
1138,37.54695707,127.1335599,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1139,37.53810298,127.1248115,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1140,37.54755936,127.1490199,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1141,37.53010979,127.1316025,0.3775406687981454,0.39,1.0,0.0,0.0,2.7,0.0,4.467540668798145
1142,37.52988993,127.14034,0.15446526508353467,0.39,1.0,0.0,0.0,2.7,0.0,4.244465265083535
1143,37.54967462,127.1267429,0.3318122278318339,0.39,1.0,0.0,0.0,2.7,0.0,4.421812227831834
1144,37.54432302,127.1230294,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1145,37.55702993,127.1701294,5.527786369235996E-4,0.723,0.42,0.0,0.0,2.7,0.0,3.8435527786369237
1146,37.54776967,127.1727441,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
1147,37.54849026,127.1352623,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1148,37.54885038,127.1730585,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1149,37.53951955,127.1217798,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1150,37.56564938,127.1723953,0.07585818002124355,0.39,0.72,0.0,0.0,2.7,0.0,3.885858180021244
1151,37.54640672,127.143327,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1152,37.5491786,127.1536952,0.10909682119561294,0.39,0.72,0.0,0.0,2.7,0.0,3.919096821195613
1153,37.54966548,127.145826,0.09975048911968513,0.465,1.0,0.0,0.0,2.7,0.0,4.2647504891196855
1154,37.53403913,127.1428336,0.2689414213699951,0.39,1.0,0.0,0.0,2.7,0.0,4.3589414213699955
1155,37.55032668,127.1564179,0.09112296101485612,0.465,1.0,0.0,0.0,2.7,0.0,4.2561229610148565
1156,37.54318512,127.1271673,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1157,37.55094873,127.1720381,0.01798620996209156,0.465,1.0,0.0,0.0,2.7,0.0,4.182986209962092
1158,37.5526824,127.1274653,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1159,37.56215234,127.1565799,0.04742587317756678,0.465,1.0,0.0,0.0,2.7,0.0,4.212425873177567
1160,37.56683517,127.1733175,0.07585818002124355,0.39,0.72,0.0,0.0,2.7,0.0,3.885858180021244
1161,37.53410994,127.1427872,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1162,37.55470732,127.127269,0.06297335605699649,0.465,1.0,0.0,0.0,2.7,0.0,4.227973356056997
1163,37.53050445,127.1349094,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1164,37.54638804,127.1268516,0.05215356307841772,0.54,1.0,0.0,0.0,2.7,0.0,4.292153563078418
1165,37.54791431,127.1299989,0.18242552380635635,0.39,1.0,0.0,0.0,2.7,0.0,4.272425523806357
1166,37.5213179,127.1346153,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1167,37.52830815,127.1286588,0.52497918747894,0.39,1.0,0.0,0.0,2.7,0.0,4.614979187478941
1168,37.53486792,127.1253835,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1169,37.53952835,127.1432487,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1170,37.5510822,127.1728505,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1171,37.53896312,127.1278885,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1172,37.54742912,127.1340253,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1173,37.54585727,127.1237336,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1174,37.53213347,127.1290719,0.04742587317756678,0.39,0.56,0.0,0.0,2.7,0.0,3.697425873177567
1175,37.56010608,127.1420928,0.0066928509242848554,0.465,0.56,0.0,0.0,2.7,0.0,3.731692850924285
1176,37.52921654,127.1243665,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
1177,37.5390504,127.1227324,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1178,37.53846697,127.1510927,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
1179,37.54675615,127.1487675,0.9890130573694068,0.723,1.0,0.0,0.0,2.7,0.0,5.412013057369407
1180,37.54393722,127.1278776,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1181,37.55506903,127.1758632,0.009951801866904317,0.465,0.56,0.0,0.0,2.7,0.0,3.7349518018669046
1182,37.55194244,127.1409405,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1183,37.53993708,127.1396526,0.18242552380635635,0.54,1.0,0.0,0.0,2.7,0.0,4.422425523806357
1184,37.53830703,127.1422472,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1185,37.57620733,127.1713414,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1186,37.54612857,127.1350999,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1187,37.56903368,127.1537508,0.998498817743263,0.54,1.0,0.0,0.0,2.7,0.0,5.238498817743263
1188,37.52843875,127.133391,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1189,37.55105151,127.1305808,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1190,37.53643149,127.1477847,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1191,37.52680797,127.1440287,0.06913842034334682,0.465,1.0,0.0,0.0,2.7,0.0,4.234138420343347
1192,37.55705185,127.1685963,0.004496273160941178,0.54,0.42,0.0,0.0,2.7,0.0,3.6644962731609416
1193,37.54914996,127.1347659,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1194,37.55109885,127.1497391,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
1195,37.53927317,127.1382127,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1196,37.53507846,127.140193,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1197,37.53677331,127.1351221,0.18242552380635635,0.465,1.0,0.0,0.0,2.7,0.0,4.347425523806357
1198,37.55594049,127.124605,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1199,37.54057527,127.148763,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1200,37.5421688,127.1466966,0.6224593312018546,0.39,1.0,0.0,0.0,2.7,0.0,4.712459331201854
1201,37.54640293,127.1348887,0.01630249937144093,0.465,0.72,0.0,0.0,2.7,0.0,3.9013024993714414
1202,37.53295771,127.1261366,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1203,37.55644094,127.1568049,0.425557483188341,0.39,1.0,0.0,0.0,2.7,0.0,4.515557483188341
1204,37.54039519,127.1207656,0.9890130573694068,0.723,1.0,0.0,0.0,2.7,0.0,5.412013057369407
1205,37.56390098,127.173976,0.07585818002124355,0.39,0.72,0.0,0.0,2.7,0.0,3.885858180021244
1206,37.54878945,127.1230575,0.3318122278318339,0.39,1.0,0.0,0.0,2.7,0.0,4.421812227831834
1207,37.55497257,127.1527795,0.09112296101485612,0.54,1.0,0.0,0.0,2.7,0.0,4.331122961014856
1208,37.53764386,127.1461442,0.06297335605699649,0.39,0.56,0.0,0.0,2.7,0.0,3.7129733560569966
1209,37.53245055,127.1393097,0.01798620996209156,0.465,1.0,0.0,0.0,2.7,0.0,4.182986209962092
1210,37.56362452,127.1341395,0.6456563062257954,0.39,1.0,0.0,0.0,2.7,0.0,4.7356563062257955
1211,37.56162516,127.1638871,0.02931223075135632,0.39,0.42,0.0,0.0,2.7,0.0,3.5393122307513565
1212,37.54305424,127.1469802,0.998498817743263,0.465,1.0,0.0,0.0,2.7,0.0,5.163498817743263
1213,37.53996446,127.1229761,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1214,37.54259491,127.1284466,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
1215,37.54142756,127.1293009,0.05215356307841772,0.54,1.0,0.0,0.0,2.7,0.0,4.292153563078418
1216,37.53325422,127.1281786,0.9997965730219448,0.39,1.0,0.0,0.0,2.7,0.0,5.089796573021945
