시추공코드 ,순번 ,시작심도 ,종료심도 ,전단파속도(P파) ,전단파속도(S파) ,포아송비 ,전단판성계수 ,영률 ,현장밀도 
W4754BH002,21,16,17,3210,1763,0.284,7930000,20400000,
W4754BH002,22,21,22,3042,1652,0.291,6960000,18000000,
W4754BH002,23,17,18,3284,1810,0.282,8360000,21400000,
W4754BH002,24,22,23,2984,1615,0.293,6650000,17200000,
W4754BH002,25,18,19,3342,1847,0.2,8700000,22300000,
W4754BH002,26,23,24,3068,1669,0.29,7110000,18300000,
W4754BH002,27,24,25,3115,1703,0.287,7400000,19000000,
W4754BH002,2,1,2,620,269,0.384,133000,368000,
W4757BH013,30,29,30,2294,1241,0.293,4160000,10700000,
W4757BH013,2,1,2,619,262,0.391,124000,344000,
W4757BH013,3,2,3,883,398,0.373,301000,826000,
W4757BH013,4,3,4,1335,651,0.344,890000,2390000,
W4757BH013,5,4,5,1770,890,0.331,1600000,4420000,
W4757BH013,6,5,6,1901,984,0.317,2030000,5360000,
W4757BH013,7,6,7,1988,1030,0.317,2650000,6980000,
W4757BH013,8,7,8,2024,1062,0.31,2820000,7380000,
W4757BH013,9,8,9,2075,1081,0.314,2920000,7680000,
W4757BH013,10,9,10,2132,1122,0.308,3400000,8900000,
W4757BH013,11,10,11,2242,1193,0.302,3840000,10000000,
W4757BH013,12,11,12,2222,1174,0.307,3720000,9720000,
W4757BH013,13,12,13,2283,1195,0.311,3850000,10100000,
W4757BH013,14,13,14,2283,1211,0.304,3960000,10300000,
W4757BH013,15,14,15,2242,1183,0.307,3780000,9880000,
W4757BH013,16,15,16,2242,1199,0.3,3880000,10100000,
W4757BH013,17,16,17,2342,1239,0.306,4150000,10800000,
W4757BH013,18,17,18,2320,1263,0.29,4300000,11100000,
W4757BH013,19,18,19,2309,1236,0.299,4130000,10700000,
W4757BH013,20,19,20,2342,1263,0.295,4300000,11100000,
W4757BH013,21,20,21,2415,1285,0.302,4460000,11600000,
W4757BH013,22,21,22,2410,1267,0.309,4340000,11400000,
W4757BH013,23,22,23,2404,1282,0.301,4440000,11500000,
W4757BH013,24,23,24,2326,1259,0.292,4280000,11100000,
W4757BH013,25,24,25,2257,1238,0.285,4140000,10600000,
W4757BH013,26,25,26,2299,1245,0.292,4190000,10800000,
W4757BH013,27,26,27,2273,1215,0.3,3990000,10400000,
W4757BH013,28,27,28,2315,1252,0.293,4230000,10900000,
W4757BH013,29,28,29,2375,1271,0.3,4360000,11300000,
W4757BH005,1,0,1,491,215,0.381,83500,231000,
W4757BH005,2,1,2,731,338,0.364,217000,592000,
W4757BH005,3,2,3,1018,498,0.343,471000,1270000,
W4757BH005,4,3,4,1792,903,0.33,2040000,5420000,
W4757BH005,5,4,5,1969,1042,0.306,2710000,7080000,
W4757BH005,6,5,6,2092,1087,0.315,2950000,7770000,
W4757BH005,7,6,7,1905,979,0.32,2300000,6080000,
W4757BH005,8,7,8,1647,840,0.324,1690000,4490000,
W4757BH005,9,8,9,1883,982,0.313,2610000,6840000,
W4757BH005,10,9,10,2075,1099,0.305,3260000,8510000,
W4757BH005,11,10,11,2105,1148,0.288,3560000,9170000,
W4757BH005,12,11,12,2088,1131,0.292,3460000,8930000,
W4757BH005,13,12,13,2309,1222,0.305,4040000,10500000,
W4757BH005,14,13,14,2336,1250,0.299,4220000,11000000,
W4757BH005,15,14,15,2299,1200,0.313,3890000,10200000,
W4757BH005,16,15,16,2342,1244,0.304,4180000,10900000,
W4757BH005,17,16,17,2353,1263,0.298,4600000,11200000,
W4757BH005,18,17,18,2410,1277,0.305,4400000,11500000,
W4757BH005,19,18,19,2257,1212,0.297,3970000,10300000,
W4757BH005,20,19,20,2217,1175,0.305,3450000,9010000,
W4757BH005,21,20,21,2151,1164,0.293,3390000,8760000,
W4757BH005,22,21,22,2114,1129,0.301,3180000,8280000,
W4757BH005,23,22,23,2155,1195,0.278,3850000,9850000,
W4757BH005,24,23,24,2288,1248,0.288,4210000,10800000,
W4757BH005,25,24,25,2336,1261,0.294,4290000,11100000,
W4757BH005,26,25,26,2232,1214,0.29,3980000,10300000,
W4757BH005,27,26,27,2193,1178,0.297,3750000,9720000,
W4757BH005,28,27,28,2045,1082,0.305,2810000,7340000,
W4757BH005,29,28,29,1923,1004,0.313,2420000,6350000,
W4757BH005,30,29,30,1883,967,0.321,2240000,5930000,
W4757BH013,1,0,1,477,191,0.405,65500,184000,
W4758BH002,1,0,1.8,380,134,0.43,321,917,1.8
W4758BH002,2,1.8,3.5,392,138,0.43,320,916,1.6
W4758BH002,6,27,30,2514,1124,0.38,29100,79900,2.3
W4758BH002,4,7.8,16.3,949,382,0.4,2820,7920,1.9
W4758BH002,5,16.3,27,1926,812,0.39,14000,39100,2.1
W4758BH002,3,3.5,7.8,555,202,0.42,757,2150,1.8
W4760BH003,5,10,30,1664,722,0.385,1340,37000,
W4760BH003,4,8,10,1079,429,0.406,3880,10900,
W4760BH003,3,6,8,941,367,0.41,2570,7230,
W4760BH003,2,3.5,6,902,326,0.425,1910,5450,
W4760BH003,1,0,3.5,803,253,0.445,1160,3340,
W4761BH004,4,6.8,30,2449,1244,0.326,34050,86590,2.2
W4761BH004,1,0,2,764,338,0.378,1940,7330,1.7
W4761BH004,2,2,4.5,767,321,0.394,1860,8120,1.8
W4761BH004,3,4.5,6.8,871,385,0.378,2670,10090,1.8
W4762BH004,5,12,30,2880,1594,0.279,68600,175000,
W4762BH001,2,2.9,7.9,588,241,0.398,1050,2940,
W4762BH004,3,7,7.7,1242,593,0.352,7390,20000,
W4762BH004,2,2.7,7,701,297,0.391,1580,4400,
W4762BH004,1,0,2.7,462,219,0.355,867,2350,
W4762BH001,6,12,30,3184,1765,0.278,84100,215000,
W4762BH001,5,9.4,12,2475,1306,0.307,42600,111000,
W4762BH001,4,9,9.4,1289,627,0.345,8260,22200,
W4762BH001,3,7.9,9,824,370,0.374,2460,6770,
W4762BH004,4,7.7,24,2661,1412,0.304,49900,130000,
W4762BH001,1,0,2.9,543,258,0.354,1200,3250,
W4769BH002,2,1,7.3,1377,182,0.49,,,
W4769BH002,1,0,1,444,176,0.41,,,
W4769BH002,3,7.3,13.5,2061,339,0.49,,,
W4769BH002,4,13.5,30,2508,608,0.47,,,
W4772BH002,1,0,1.6,573,243,0.39,1060,2960,
W4772BH002,2,1.6,4.5,553,222,0.4,837,2350,
W4772BH002,5,21.8,32,1896,978,0.32,23000,60600,
W4772BH002,4,7,21.8,1159,556,0.35,6480,17500,
W4772BH002,3,4.5,7,752,340,0.37,2200,6040,
W4773BH007,3,9.5,10.5,952,497,0.313,5040,13200,2
W4773BH007,4,10.5,24,1456,795,0.289,14600,37500,2.2
W4773BH007,5,24,30,2247,1270,0.266,39800,101000,2.4
W4773BH007,2,4.8,9.5,745,374,0.332,2770,7370,1.9
W4773BH007,1,0,4.8,470,224,0.353,940,2540,1.8
W4775BH009,3,3,35,3808,1673,0.38,67200,185000,2.4
W4775BH009,2,1,3,1407,746,0.3,11100,29100,2
W4775BH009,1,0,1,631,321,0.33,1850,4900,1.8
W4775BH008,1,0,4,485,197,0.4,695,1950,1.8
W4775BH008,3,5,35,3699,1591,0.39,60700,168000,2.4
W4775BH008,2,4,5,2015,529,0.46,5600,16400,2
W4776BH003,1,0,2,574,235,0.399,997,2790,1.8
W4776BH003,2,2,8,574,233,0.401,979,2740,1.8
W4776BH003,6,29,30,1605,830,0.318,16500,43600,2.4
W4776BH003,4,9,15,772,349,0.372,2310,6340,1.8
W4776BH003,3,8,9,608,263,0.385,1240,3440,1.8
W4776BH003,5,15,29,1176,571,0.346,6840,18400,2.1
W4777BH001,3,20,37.5,1168,579,0.34,7040,18800,2.1
W4777BH001,4,37.5,41,1585,835,0.31,16700,43700,2.4
W4777BH001,2,7.8,20,824,370,0.37,2600,7150,1.9
W4777BH001,1,0,7.8,746,301,0.4,1630,4580,1.8
W4778BH001,7,15.4,30,2362,1275,0.29,40072,103675,2.4
W4778BH007,1,0,1,378,143,0.42,376,1064,1.8
W4778BH001,1,0,1.4,349,128,0.42,302,860,1.8
W4778BH001,2,1.4,4.2,414,159,0.41,451,1274,1.7
W4778BH001,3,4.2,8.2,670,287,0.39,1536,4259,1.8
W4778BH001,4,8.2,12,964,448,0.36,3979,10826,1.9
W4778BH001,5,12,12.3,1458,731,0.33,11452,30510,2.1
W4778BH007,8,27.2,30,2030,1078,0.3,27258,71073,2.3
W4778BH007,7,21.5,27.2,2464,1334,0.29,43894,113448,2.4
W4778BH007,6,16.5,21.5,1981,1040,0.31,25380,66487,2.3
W4778BH007,5,15,16.5,1548,779,0.33,12997,34585,2.1
W4778BH007,4,7.5,15,1190,582,0.35,6961,18640,1.9
W4778BH001,6,12.3,15.4,1950,1028,0.31,24914,65131,2.3
W4778BH007,2,1,3,377,143,0.42,358,1013,1.7
W4778BH007,3,3,7.5,491,197,0.4,728,2044,1.8
W4783BH017,1,0,2.5,375,172,0.364,1490,1920,1.8
W4783BH017,2,2.5,4,564,282,0.333,4110,5570,1.9
W4783BH017,3,4,30,2550,1261,0.341,95920,96420,2.1
W4783BH028,4,27,32,1900,865,0.369,41900,53340,2
W4783BH028,2,5.8,11.3,784,293,0.419,4530,9230,1.8
W4783BH028,3,11.3,27,1405,610,0.385,20520,29270,1.9
W4783BH028,1,0,5.8,660,221,0.437,2590,6810,1.8
W4800BH001,1,0,4.3,620,325,0.31,4808,,1.7
W4800BH001,2,4.3,7.9,685,374,0.288,6980,,1.9
W4800BH001,3,7.9,14.6,799,441,0.281,9172,,1.8
W4800BH001,4,14.6,17,1038,593,0.258,17162,,1.9
W4800BH001,5,17,25,1198,687,0.255,24174,,2
W4800BH001,6,25,27,1296,755,0.243,28905,,2
W4808BH001,1,0,1,531,189,0.427,64000,184000,1.8
W4808BH001,2,1,8,852,267,0.446,135000,392000,1.7
W4808BH001,3,8,19,916,352,0.414,235000,665000,1.9
W4808BH001,4,19,20,1218,573,0.358,690000,1874000,2.1
W4808BH001,5,20,21,1432,734,0.322,1294000,3421000,2.4
W4811TP001,1,0,1,413,124,0.45,30,,1.8
W4811TP002,30,29,30,2167,1262,0.244,3664,,2.3
W4811TP001,3,2,3,509,172,0.436,53,,1.8
W4811TP001,4,3,4,523,181,0.432,59,,1.8
W4811TP001,5,4,5,399,141,0.429,37,,1.85
W4811TP001,6,5,6,417,156,0.419,45,,1.85
W4811TP001,7,6,7,809,406,0.332,346,,2.1
W4811TP001,8,7,8,916,466,0.325,456,,2.1
W4811TP001,9,8,9,1261,665,0.308,1017,,2.3
W4811TP001,10,9,10,1449,795,0.285,1581,,2.5
W4811TP001,11,10,11,1561,863,0.28,1863,,2.5
W4811TP001,12,11,12,1709,949,0.277,2253,,2.5
W4811TP001,13,12,13,1828,1028,0.269,2644,,2.5
W4811TP001,14,13,14,1914,1082,0.265,2929,,2.5
W4811TP001,15,14,15,1936,1096,0.264,3005,,2.5
W4811TP001,16,15,16,1947,1107,0.261,3066,,2.5
W4811TP001,17,16,17,1972,1126,0.258,3172,,2.5
W4811TP001,18,17,18,1984,1137,0.255,3234,,2.5
W4811TP001,19,18,19,1993,1144,0.254,3274,,2.5
W4811TP001,20,19,20,2011,1156,0.253,3343,,2.5
W4811TP001,21,20,21,2016,1161,0.252,3372,,2.5
W4811TP001,22,21,22,2034,1172,0.251,3436,,2.5
W4811TP001,23,22,23,2039,1180,0.248,3483,,2.5
W4811TP001,24,23,24,2060,1197,0.245,3584,,2.5
W4811TP001,25,24,25,2080,1212,0.243,3675,,2.5
W4811TP001,26,25,26,2095,1223,0.242,3742,,2.5
W4811TP001,27,26,27,2103,1229,0.241,3779,,2.5
W4811TP001,28,27,28,2116,1239,0.239,3840,,2.5
W4811TP001,29,28,29,2132,1254,0.236,3934,,2.5
W4811TP001,30,29,30,2140,1263,0.233,3991,,2.5
W4811TP002,1,0,1,417,100,0.469,18,,1.8
W4811TP002,2,1,2,465,130,0.458,30,,1.8
W4811TP002,3,2,3,598,276,0.365,145,,1.9
W4811TP002,4,3,4,649,311,0.351,184,,1.9
W4811TP002,5,4,5,701,343,0.343,247,,2.1
W4811TP002,6,5,6,759,374,0.34,294,,2.1
W4811TP002,7,6,7,791,393,0.336,325,,2.1
W4811TP002,8,7,8,809,409,0.332,346,,2.1
W4811TP002,9,8,9,840,423,0.33,376,,2.1
W4811TP002,10,9,10,854,433,0.327,394,,2.1
W4811TP002,11,10,11,877,447,0.325,420,,2.1
W4811TP002,12,11,12,909,466,0.322,456,,2.1
W4811TP002,13,12,13,949,492,0.316,509,,2.1
W4811TP002,14,13,14,1218,638,0.311,937,,2.3
W4811TP002,15,14,15,1400,751,0.298,1298,,2.3
W4811TP002,16,15,16,1709,929,0.29,1986,,2.3
W4811TP002,17,16,17,1808,1000,0.28,2302,,2.3
W4811TP002,18,17,18,1900,1067,0.27,2620,,2.3
W4811TP002,19,18,19,1937,1100,0.262,2785,,2.3
W4811TP002,20,19,20,1989,1140,0.255,2990,,2.3
W4811TP002,21,20,21,2006,1152,0.254,3052,,2.3
W4811TP002,22,21,22,2061,1186,0.253,3235,,2.3
W4811TP002,23,22,23,2070,1191,0.252,3266,,2.3
W4811TP002,24,23,24,2102,1213,0.25,3387,,2.3
W4811TP002,25,24,25,2108,1218,0.249,3417,,2.3
W4811TP002,26,25,26,2120,1227,0.248,3464,,2.3
W4811TP002,27,26,27,2132,1235,0.247,3512,,2.3
W4811TP002,28,27,28,2144,1244,0.246,3562,,2.3
W4811TP002,29,28,29,2165,1257,0.245,3638,,2.3
W4811TP001,2,1,2,467,150,0.442,41,,1.8
W4813BH001,20,19,20,1621,848,0.312,1550,,
W4813BH001,19,18,19,1324,671,0.327,970,,
W4813BH001,22,21,22,1989,1071,0.296,2810,,
W4813BH001,23,22,23,2051,1108,0.294,3010,,
W4813BH001,24,23,24,2084,1132,0.291,3140,,
W4813BH001,25,24,25,2093,1144,0.287,3210,,
W4813BH001,26,25,26,2147,1179,0.284,3550,,
W4813BH001,27,26,27,2153,1184,0.283,3580,,
W4813BH001,28,27,28,2136,1184,0.278,3580,,
W4813BH001,29,28,29,2163,1201,0.277,3680,,
W4813BH001,30,29,30,2174,1213,0.274,3750,,
W4813BH001,1,0,1,440,182,0.397,60.8,,
W4813BH001,2,1,2,279,112,0.404,23,,
W4813BH001,3,2,3,341,134,0.409,32.9,,
W4813BH001,4,3,4,390,158,0.402,45.8,,
W4813BH001,5,4,5,439,192,0.382,67.6,,
W4813BH001,6,5,6,516,237,0.366,109,,
W4813BH001,7,6,7,568,270,0.354,141,,
W4813BH001,8,7,8,669,324,0.347,203,,
W4813BH001,9,8,9,755,367,0.345,262,,
W4813BH001,10,9,10,733,357,0.344,247,,
W4813BH001,11,10,11,770,378,0.341,277,,
W4813BH001,12,11,12,523,250,0.352,121,,
W4813BH001,13,12,13,837,412,0.34,329,,
W4813BH001,14,13,14,890,440,0.338,375,,
W4813BH001,15,14,15,1025,510,0.335,505,,
W4813BH001,16,15,16,1113,556,0.334,665,,
W4813BH001,17,16,17,1108,555,0.332,664,,
W4813BH001,18,17,18,1164,585,0.331,737,,
W4813BH001,21,20,21,1899,1006,0.305,2480,,
W4814BH001,1,0,2,795,200,0.466,73,,18
W4814BH001,2,2,4,805,215,0.462,85,,18
W4814BH001,3,4,7,822,238,0.454,104,,18
W4814BH001,4,7,10,843,260,0.447,125,,18
W4814BH001,5,10,13,1440,580,0.403,618,,18
W4814BH001,6,13,16,1513,628,0.396,725,,18
W4814BH001,7,16,19,1575,652,0.397,780,,18
W4814BH001,8,19,22,1569,649,0.397,774,,18
W4814BH001,9,22,25,1583,659,0.395,798,,18
W4814BH001,10,25,27,1295,493,0.415,470,,19
W4814BH001,11,27,30,1606,726,0.372,1074,,20
W4814BH006,1,0,2,689,186,0.461,64,,18
W4814BH006,2,2,4,807,223,0.459,92,,18
W4814BH006,3,4,7,1140,391,0.433,280,,18
W4814BH006,4,7,10,1435,586,0.4,631,,18
W4814BH006,5,10,13,1481,607,0.399,676,,18
W4814BH006,6,13,16,1527,649,0.39,775,,18
W4814BH006,7,16,19,1573,662,0.392,805,,18
W4814BH006,8,19,22,1588,681,0.388,851,,18
W4814BH006,9,22,25,1603,681,0.39,851,,18
W4814BH006,10,25,28,1546,669,0.385,914,,20
W4814BH006,11,28,30,1908,927,0.345,1842,,21
W4819BH003,17,28,29,1300,655,0.33,901000,2400000,
W4819BH003,16,13,14,900,411,0.368,322000,880000,
W4819BH003,19,15,16,900,431,0.352,389000,1050000,
W4819BH003,20,26,27,1244,606,0.345,770000,2070000,
W4819BH003,21,16,17,978,480,0.341,483000,1300000,
W4819BH003,22,19,20,1174,574,0.343,693000,1860000,
W4819BH003,23,17,18,1078,535,0.336,602000,1610000,
W4819BH003,24,20,21,1261,599,0.354,754000,2040000,
W4819BH003,25,18,19,1161,562,0.347,663000,1790000,
W4819BH003,26,21,22,1279,614,0.35,791000,2140000,
W4819BH003,27,22,23,1299,626,0.349,822000,2220000,
W4819BH003,28,23,24,1242,589,0.355,727000,1970000,
W4819BH003,29,24,25,1271,615,0.347,793000,2140000,
W4819BH003,30,25,26,1233,590,0.352,730000,1970000,
W4819BH003,1,0,1,611,245,0.404,108000,304000,
W4819BH003,2,1,2,541,226,0.394,92100,257000,
W4819BH003,3,2,3,519,210,0.403,79100,222000,
W4819BH003,4,3,4,551,231,0.394,96000,267000,
W4819BH003,5,4,5,554,225,0.401,91100,255000,
W4819BH003,6,5,6,599,237,0.407,102000,286000,
W4819BH003,7,6,7,619,254,0.398,116000,326000,
W4819BH003,8,7,8,614,248,0.403,111000,310000,
W4819BH003,9,29,30,1605,830,0.318,1650000,4360000,
W4819BH003,10,9,10,621,273,0.381,141000,390000,
W4819BH003,11,8,9,608,263,0.385,124000,344000,
W4819BH003,12,10,11,672,295,0.38,166000,457000,
W4819BH003,13,11,12,766,346,0.371,228000,625000,
W4819BH003,14,12,13,840,387,0.365,285000,778000,
W4819BH003,15,27,28,1235,611,0.338,785000,2100000,
W4819BH003,18,14,15,941,444,0.357,375000,1020000,
W4823BH006,6,5,6,485,195,0.403,0.648,,
W4823BH006,7,6,7,459,187,0.4,0.5096,,
W4823BH006,8,7,8,439,175,0.405,0.522,,
W4823BH006,9,8,9,450,181,0.403,0.559,,
W4823BH006,10,9,10,476,193,0.401,0.635,,
W4823BH006,11,10,11,462,187,0.402,0.594,,
W4823BH006,12,11,12,447,179,0.404,0.546,,
W4823BH006,13,12,13,462,188,0.4,0.603,,
W4823BH006,14,13,14,476,195,0.399,0.648,,
W4823BH006,15,14,15,471,190,0.402,0.616,,
W4823BH006,16,15,16,488,201,0.397,0.689,,
W4823BH006,17,16,17,500,211,0.391,0.804,,
W4823BH006,18,17,18,529,225,0.389,0.914,,
W4823BH006,19,18,19,509,217,0.388,0.85,,
W4823BH006,20,19,20,523,225,0.386,0.914,,
W4823BH006,21,20,21,541,231,0.388,0.964,,
W4823BH006,22,21,22,500,212,0.39,0.812,,
W4823BH006,23,22,23,488,201,0.397,0.73,,
W4823BH006,24,23,24,459,186,0.401,0.59,,
W4823BH006,25,24,25,485,196,0.402,0.655,,
W4823BH006,26,25,26,479,190,0.406,0.616,,
W4823BH006,27,26,27,494,203,0.398,0.703,,
W4823BH006,28,27,28,579,246,0.389,0.0115,,
W4823BH006,29,28,29,678,298,0.38,0.0169,,
W4823BH006,30,29,30,710,317,0.376,0.019,,
W4823BH006,31,30,31,745,335,0.374,0.0213,,
W4823BH006,32,31,32,812,370,0.369,0.026,,
W4823BH006,33,32,33,853,396,0.363,0.0297,,
W4823BH006,34,33,34,870,407,0.36,0.0314,,
W4823BH013,12,11,12,498,205,0.398,0.714,,
W4823BH013,13,12,13,481,198,0.398,0.666,,
W4823BH013,14,13,14,491,201,0.399,0.687,,
W4823BH013,15,14,15,495,205,0.396,0.714,,
W4823BH013,16,15,16,499,209,0.394,0.743,,
W4823BH013,17,16,17,505,211,0.394,0.804,,
W4823BH013,18,17,18,511,215,0.392,0.832,,
W4823BH006,35,34,35,929,437,0.358,0.0362,,
W4823BH006,36,35,36,1029,489,0.354,0.0502,,
W4823BH006,37,36,37,1110,533,0.35,0.0596,,
W4823BH006,38,37,38,1175,569,0.347,0.068,,
W4823BH006,39,38,39,1232,602,0.343,0.0761,,
W4823BH006,40,39,40,1329,654,0.34,0.0898,,
W4823BH006,41,40,41,1459,740,0.327,0.00131,,
W4823BH006,42,41,42,1535,787,0.322,0.00149,,
W4823BH006,43,42,43,1664,857,0.319,0.00176,,
W4823BH013,1,0,1,578,235,0.401,0.994,,
W4823BH013,2,1,2,588,241,0.399,0.0105,,
W4823BH013,3,2,3,581,238,0.399,0.0102,,
W4823BH013,4,3,4,548,229,0.394,0.944,,
W4823BH013,5,4,5,541,224,0.397,0.903,,
W4823BH013,6,5,6,468,188,0.404,0.601,,
W4823BH013,7,6,7,471,191,0.402,0.62,,
W4823BH013,8,7,8,473,192,0.401,0.627,,
W4823BH013,9,8,9,488,199,0.4,0.673,,
W4823BH013,10,9,10,490,202,0.398,0.694,,
W4823BH013,11,10,11,492,200,0.401,0.68,,
W4823BH013,19,18,19,519,219,0.392,0.863,,
W4823BH013,20,19,20,525,221,0.392,0.879,,
W4823BH013,21,20,21,535,225,0.393,0.911,,
W4823BH013,22,21,22,552,234,0.39,0.986,,
W4823BH013,23,22,23,582,255,0.381,0.0124,,
W4823BH013,24,23,24,602,265,0.38,0.0133,,
W4823BH013,25,24,25,677,299,0.379,0.017,,
W4823BH013,26,25,26,699,315,0.373,0.0189,,
W4823BH013,27,26,27,738,335,0.37,0.0213,,
W4823BH013,28,27,28,766,351,0.367,0.0234,,
W4823BH013,29,28,29,819,378,0.365,0.0271,,
W4823BH013,30,29,30,865,398,0.366,0.0301,,
W4823BH013,31,30,31,901,418,0.363,0.0332,,
W4823BH013,32,31,32,978,458,0.36,0.0399,,
W4823BH013,33,32,33,1055,499,0.356,0.0523,,
W4823BH013,34,33,34,1089,522,0.351,0.0572,,
W4823BH013,35,34,35,1115,541,0.346,0.0615,,
W4823BH013,36,35,36,1231,599,0.345,0.0753,,
W4823BH013,37,36,37,1508,755,0.333,0.00137,,
W4823BH013,38,37,38,1552,781,0.33,0.00146,,
W4823BH006,1,0,1,561,239,0.389,0.0103,,
W4823BH006,2,1,2,579,245,0.39,0.0108,,
W4823BH006,3,2,3,549,229,0.394,0.947,,
W4823BH006,4,3,4,564,234,0.396,0.989,,
W4823BH006,5,4,5,538,220,0.399,0.874,,
W4826BH004,1,0,1,225,92,0.4,156,,
W4826BH004,19,28,29.5,3918,1735,0.28,76700,,
W4826BH004,3,2,3,739,340,0.02,2240,,
W4826BH004,4,3,4,1000,463,0.03,4150,,
W4826BH004,5,4,5,1340,617,0.04,7380,,
W4826BH004,6,5,6,1418,665,0.05,8560,,
W4826BH004,7,6,7,1464,669,0.06,8670,,
W4826BH004,8,7,8,2260,1064,0.07,21900,,
W4826BH004,9,8,10,2044,917,0.08,16300,,
W4826BH004,10,10,12,2013,952,0.1,17600,,
W4826BH004,11,12,14,2887,971,0.12,18300,,
W4826BH004,12,14,16,2928,1010,0.14,19800,,
W4826BH004,13,16,18,2981,1053,0.16,22600,,
W4826BH004,14,18,20,3016,1087,0.18,24100,,
W4826BH004,15,20,22,3092,1176,0.2,33900,,
W4826BH004,16,22,24,3204,1235,0.22,37300,,
W4826BH004,17,24,26,3533,1515,0.24,58500,,
W4826BH004,18,26,28,3743,1639,0.26,68500,,
W4826BH004,2,1,2,441,194,0.01,728,,
W4827BH004,16,15,16,996,444,376,996,,18
W4827BH004,17,16,17,1045,270,373,1110,,18
W4827BH004,18,17,18,1098,497,371,1240,,18
W4827BH004,19,18,19,934,412,379,8600,,18
W4827BH004,20,19,20,964,428,377,9270,,18
W4827BH004,21,20,21.5,949,420,378,8930,,18
W4827BH004,22,21.5,23,1113,506,370,1360,,19
W4827BH004,23,23,24,1166,534,367,1510,,19
W4827BH004,24,24,25,1134,217,369,1420,,19
W4827BH004,25,25,26,1188,546,366,1580,,19
W4827BH004,26,26,27,1290,600,362,1900,,19
W4827BH004,27,27,28,1334,627,358,2290,,21
W4827BH004,28,28,29,1471,701,353,2850,,21
W4827BH004,29,29,30,1560,751,349,3260,,21
W4827BH004,30,30,31,1438,684,354,2710,,21
W4827BH004,31,31,32,1491,714,351,2950,,21
W4827BH004,32,32,33,1706,857,331,4590,,23
W4827BH004,33,33,34,2063,1057,322,6930,,23
W4827BH004,34,34,35,2399,1252,313,9660,,23
W4827BH004,35,35,36,2613,1384,305,11700,,23
W4827BH004,36,36,37,2436,1273,312,9980,,23
W4827BH004,37,37,38,2489,1306,310,10500,,23
W4827BH004,38,38,39,2655,1412,303,12200,,23
W4827BH004,39,39,40,2773,1485,299,13400,,23
W4827BH004,1,0,1,558,230,398,272,,18
W4827BH004,2,1,2,573,237,397,288,,18
W4827BH004,3,2,3,540,220,400,249,,18
W4827BH004,4,3,4,616,258,394,341,,18
W4827BH004,5,4,5,582,242,395,300,,18
W4827BH004,6,5,6,546,224,399,258,,18
W4827BH004,7,6,7,570,236,397,286,,18
W4827BH004,8,7,8,641,270,392,373,,18
W4827BH004,9,8,9,587,245,395,307,,18
W4827BH004,10,9,10,611,256,394,335,,18
W4827BH004,11,10,11,648,275,390,388,,18
W4827BH004,12,11,12,671,286,389,417,,18
W4827BH004,13,12,12.8,690,295,388,444,,18
W4827BH004,14,12.8,14,892,392,380,779,,18
W4827BH004,15,14,15,854,373,382,706,,18
W4830BH002,26,25,26,2943,1653,0.27,75300,191000,
W4830BH002,13,12,13,890,377,0.39,2610,7260,
W4830BH002,28,27,28,3059,1708,0.27,80400,205000,
W4830BH002,29,28,29,3105,1730,0.27,82500,210000,
W4830BH002,30,29,30,3120,1739,0.27,83300,212000,
W4830BH002,14,13,14,970,416,0.39,3180,8820,
W4830BH002,15,14,15,1053,451,0.39,3740,10400,
W4830BH002,16,15,16,1324,547,0.4,5500,15400,
W4830BH002,17,16,17,1867,974,0.31,23200,61000,
W4830BH002,18,17,18,2109,1078,0.32,28500,75300,
W4830BH002,19,18,19,2182,1115,0.32,30400,80600,
W4830BH002,20,19,20,2225,1134,0.32,31500,83400,
W4830BH002,21,20,21,2250,1152,0.32,32500,86000,
W4830BH002,22,21,22,2153,1097,0.32,29500,78100,
W4830BH002,23,22,23,1614,854,0.31,18600,48600,
W4830BH002,24,23,24,1823,968,0.3,23900,62300,
W4830BH002,25,24,25,2799,1576,0.27,68400,174000,
W4830BH002,1,0,1,528,252,0.35,1170,3160,
W4830BH002,2,1,2,532,215,0.4,849,2380,
W4830BH002,3,2,3,525,208,0.41,795,2240,
W4830BH002,4,3,4,532,215,0.4,849,2380,
W4830BH002,5,4,5,543,217,0.4,865,2430,
W4830BH002,6,5,6,557,225,0.4,930,2610,
W4830BH002,7,6,7,572,230,0.4,972,2730,
W4830BH002,8,7,8,582,236,0.4,1020,2870,
W4830BH002,9,8,9,615,240,0.41,1060,2980,
W4830BH002,10,9,10,700,280,0.4,1440,4050,
W4830BH002,11,10,11,771,328,0.39,1980,5490,
W4830BH002,12,11,12,829,360,0.38,2380,6590,
W4830BH002,27,26,27,3000,1680,0.27,77800,198000,
W4831BH024,15,14,15,1499,668,0.38,9567,26327,2.1
W4831BH024,16,15,16,1506,730,0.35,12516,33700,2.3
W4831BH024,17,16,17,1595,775,0.35,14095,37928,2.3
W4831BH024,18,17,18,1600,774,0.35,14055,37874,2.3
W4831BH024,19,18,19,1666,821,0.34,15801,42341,2.3
W4831BH024,20,19,20,1772,864,0.34,17517,47087,2.3
W4831BH024,21,20,21,1813,884,0.34,18336,49287,2.3
W4831BH024,22,21,22,1981,965,0.34,21840,58736,2.3
W4831BH024,23,22,23,2031,1007,0.34,23788,63618,2.3
