시추공코드 ,순번 ,시작심도 ,종료심도 ,전단파속도(P파) ,전단파속도(S파) ,포아송비 ,전단판성계수 ,영률 ,현장밀도 
W4638BH001,4,6,15,2370,980,0.396,21600,60200,
W4638BH001,3,4,6,1100,440,0.405,3950,11100,
W4638BH001,2,2,4,560,220,0.409,950,2650,
W4638BH001,1,0,2,400,130,0.441,300,900,
W4638BH001,5,15,24,3320,1600,0.349,57500,155000,
W4638BH009,3,16,30,3620,1680,0.363,63400,173000,
W4638BH009,2,3,16,1690,700,0.396,10000,28000,
W4638BH009,1,0,3,530,210,0.407,833,2330,
W4638BH001,6,24,30,3120,1500,0.35,50500,136000,
W4639BH002,1,0,1.3,536,215,0.404,8500,23900,1.8
W4639BH002,2,1.3,7.7,476,190,0.406,6730,18900,1.8
W4639BH002,6,18,20.5,1243,599,0.349,73500,198000,2
W4639BH002,5,17.4,18,1032,476,0.365,43900,120000,1.9
W4639BH002,4,11.4,17.4,902,404,0.375,30600,84100,1.8
W4639BH002,3,7.7,11.4,629,262,0.395,12700,35300,1.8
W4639BH002,7,20.5,30,1837,952,0.318,207000,545000,2.2
W4647BH004,14,13,14,2863,1564,0.29,6600000,17000000,
W4647BH004,13,12,13,2664,1471,0.28,5840000,15000000,
W4647BH004,16,15,16,2882,1612,0.27,7020000,17900000,
W4647BH004,17,16,17,2863,1595,0.27,6870000,17500000,
W4647BH004,18,17,18,2826,1559,0.28,6560000,16800000,
W4647BH004,19,18,19,2807,1535,0.29,5890000,15200000,
W4647BH004,20,19,20,2812,1517,0.29,5750000,14900000,
W4647BH004,21,20,21,2845,1504,0.31,5660000,14800000,
W4647BH004,22,21,22,2853,1516,0.3,5750000,15000000,
W4647BH004,23,22,23,2876,1541,0.3,5940000,15400000,
W4647BH004,24,23,24,2851,1555,0.29,6050000,15600000,
W4647BH004,25,24,25,2857,1566,0.29,6620000,17000000,
W4647BH004,26,25,26,2913,1617,0.28,7060000,18000000,
W4647BH004,27,26,27,1969,1645,0.28,7310000,18700000,
W4647BH004,28,27,28,3010,1663,0.28,7470000,19100000,
W4647BH004,29,28,29,2982,1650,0.28,7350000,18800000,
W4647BH004,30,29,30,2997,1670,0.27,7530000,19200000,
W4647BH001,1,0,1,505,240,0.35,104000,281000,
W4647BH001,2,1,2,546,261,0.35,123000,332000,
W4647BH001,3,2,3,584,277,0.35,138000,374000,
W4647BH001,4,3,4,608,251,0.4,113000,317000,
W4647BH001,5,4,5,582,234,0.4,98600,277000,
W4647BH001,6,5,6,563,228,0.4,93600,262000,
W4647BH001,7,6,7,568,234,0.4,98600,276000,
W4647BH001,8,7,8,621,264,0.39,125000,349000,
W4647BH001,9,8,9,824,370,0.37,246000,677000,
W4647BH001,10,9,10,1289,627,0.35,826000,2220000,
W4647BH001,11,10,11,2346,1232,0.31,3790000,9940000,
W4647BH001,12,11,12,2618,1389,0.3,4820000,12600000,
W4647BH001,13,12,13,3083,1670,0.29,7530000,19500000,
W4647BH001,14,13,14,3136,1719,0.29,7980000,20500000,
W4647BH001,15,14,15,3143,1731,0.28,8090000,20700000,
W4647BH001,16,15,16,3124,1746,0.27,8230000,21000000,
W4647BH001,17,16,17,3147,1752,0.28,8290000,21100000,
W4647BH001,18,17,18,3183,1760,0.28,8360000,21400000,
W4647BH001,19,18,19,3136,1743,0.28,8200000,20900000,
W4647BH001,20,19,20,3169,1752,0.28,8290000,21200000,
W4647BH001,21,20,21,3200,1785,0.27,8600000,21900000,
W4647BH001,22,21,22,3212,1792,0.27,8670000,22100000,
W4647BH001,23,22,23,3196,1779,0.28,8550000,21800000,
W4647BH001,24,23,24,3200,1767,0.28,8430000,21600000,
W4647BH001,25,24,25,3229,1788,0.28,8630000,22100000,
W4647BH001,26,25,26,3243,1799,0.28,8740000,22300000,
W4647BH001,27,26,27,3220,1790,0.28,8650000,22100000,
W4647BH001,28,27,28,3216,1795,0.27,8700000,22200000,
W4647BH001,29,28,29,3238,1802,0.28,8770000,22400000,
W4647BH001,30,29,30,3255,1806,0.28,8810000,22500000,
W4647BH004,1,0,1,439,210,0.35,79400,215000,
W4647BH004,2,1,2,471,221,0.36,87900,239000,
W4647BH004,3,2,3,500,238,0.35,102000,276000,
W4647BH004,4,3,4,583,259,0.38,121000,333000,
W4647BH004,5,4,5,674,280,0.4,141000,394000,
W4647BH004,6,5,6,754,302,0.4,164000,461000,
W4647BH004,7,6,7,888,383,0.39,264000,732000,
W4647BH004,8,7,8,1294,618,0.35,802000,2170000,
W4647BH004,9,8,9,2267,1142,0.33,3260000,8670000,
W4647BH004,10,9,10,2416,1245,0.32,3880000,10200000,
W4647BH004,11,10,11,2524,1344,0.3,4520000,11800000,
W4647BH004,12,11,12,2631,1423,0.29,5060000,13100000,
W4647BH004,15,14,15,2888,1600,0.28,6910000,17700000,
W4654BH001,1,0,2.8,268,688,0.41,1320,3720,1.8
W4654BH001,2,2.8,11,281,709,0.41,1510,4240,1.8
W4654BH001,6,21.5,30,1721,3003,0.26,81600,205000,2.7
W4654BH001,4,13,15.5,684,1434,0.35,11000,29700,2.3
W4654BH001,5,15.5,21.5,1130,2103,0.3,32700,84700,2.5
W4654BH001,3,11,13,499,1111,0.37,4830,13300,1.9
W4657BH034,11,10,11,764,311,0.4,1.74,,
W4657BH034,12,11,12,768,314,0.4,1.78,,
W4657BH034,13,12,13,797,325,0.4,1.9,,
W4657BH034,14,13,14,767,310,0.4,1.73,,
W4657BH034,15,14,15,746,300,0.4,1.62,,
W4657BH012,1,0,1,552,226,0.4,9.16,,
W4657BH012,2,1,2,1899,966,0.33,2.24,,
W4657BH012,3,2,3,1913,977,0.32,2.29,,
W4657BH012,4,3,4,1919,981,0.32,2.31,,
W4657BH012,5,4,5,1936,992,0.32,2.36,,
W4657BH012,6,5,6,1981,1015,0.32,2.47,,
W4657BH012,7,6,7,1992,1019,0.32,2.49,,
W4657BH012,8,7,8,2005,1025,0.32,2.52,,
W4657BH012,9,8,9,2015,1033,0.32,2.56,,
W4657BH012,10,9,10,2022,1038,0.32,2.59,,
W4657BH012,11,10,11,2041,1046,0.32,2.63,,
W4657BH012,12,11,12,2061,1055,0.32,2.67,,
W4657BH012,13,12,13,2066,1058,0.32,2.69,,
W4657BH012,14,13,14,20.86,1071,0.32,2.75,,
W4657BH012,15,14,15,2129,1093,0.32,2.87,,
W4657BH012,16,15,16,2134,1099,0.32,2.9,,
W4657BH012,17,16,17,2154,1105,0.32,2.93,,
W4657BH012,18,17,18,2166,1115,0.32,2.98,,
W4657BH012,19,18,19,2186,1124,0.32,3.03,,
W4657BH012,20,19,20,2205,1133,0.32,3.08,,
W4657BH012,21,20,21,2212,1136,0.32,3.1,,
W4657BH012,22,21,22,2211,1135,0.32,3.09,,
W4657BH012,23,22,23,2216,1141,0.32,3.12,,
W4657BH012,24,23,24,2221,1148,0.32,3.16,,
W4657BH012,25,24,25,2216,1139,0.32,3.11,,
W4657BH012,26,25,26,2201,1129,0.32,3.06,,
W4657BH012,27,26,27,2225,1145,0.32,3.15,,
W4657BH012,28,27,28,2236,1156,0.32,3.21,,
W4657BH012,29,28,29,2268,1171,0.32,3.29,,
W4657BH012,30,29,30,2315,1199,0.32,3.45,,
W4657BH034,1,0,1,556,230,0.4,9.53,,
W4657BH034,2,1,2,634,259,0.4,1.21,,
W4657BH034,3,2,3,650,266,0.4,1.27,,
W4657BH034,4,3,4,667,270,0.4,1.31,,
W4657BH034,5,4,5,684,281,0.4,1.43,,
W4657BH034,6,5,6,695,287,0.4,1.48,,
W4657BH034,7,6,7,722,297,0.4,1.59,,
W4657BH034,8,7,8,737,304,0.4,1.66,,
W4657BH034,9,8,9,739,301,0.4,1.63,,
W4657BH034,10,9,10,751,309,0.4,1.72,,
W4657BH034,16,15,16,769,315,0.4,1.78,,
W4657BH034,17,16,17,818,334,0.4,2.01,,
W4657BH034,18,17,18,833,347,0.4,2.16,,
W4657BH034,19,18,19,839,356,0.39,2.28,,
W4657BH034,20,19,20,1302,614,0.36,7.92,,
W4657BH034,21,20,21,1876,911,0.35,1.99,,
W4657BH034,22,21,22,1912,945,0.34,2.14,,
W4657BH034,23,22,23,1969,984,0.33,2.33,,
W4657BH034,24,23,24,1992,1006,0.33,2.43,,
W4657BH034,25,24,25,1984,1015,0.32,2.47,,
W4657BH034,26,25,26,1996,1021,0.32,2.5,,
W4657BH034,27,26,27,2000,1026,0.32,2.52,,
W4657BH034,28,27,28,2012,1029,0.32,2.54,,
W4657BH034,29,28,29,2020,1031,0.32,2.55,,
W4657BH034,30,29,30,2016,1035,0.32,2.57,,
W4662BH005,1,0,14,587,207,0.429,2628,,1.8
W4662BH005,3,19,30,2534,1362,0.297,105134,,2
W4662BH005,2,14,19,1139,644,0.341,23553,,2
W4666BH003,4,3,4,773,34,0.378,2279,6278,1.9
W4666BH003,5,4,5,814,363,0.376,2554,7028,1.9
W4666BH003,6,5,6,888,397,0.375,3058,8409,1.9
W4666BH003,7,6,7,978,444,0.37,3830,10491,1.9
W4666BH003,8,7,8,1107,525,0.355,5618,15227,2
W4666BH003,23,27,30,1532,826,0.295,15299,39639,2.2
W4666BH003,10,10,11,1412,733,0.316,12066,31749,2.2
W4666BH003,11,9,10,1328,666,0.332,9951,26512,2.2
W4666BH003,12,11,13,1448,766,0.306,13162,34378,2.2
W4666BH003,13,131,15,1475,789,0.3,13973,36319,2.2
W4666BH003,14,15,17,1515,818,0.294,15021,38884,2.2
W4666BH003,15,19,21,1443,768,0.302,13243,34493,2.2
W4666BH003,16,17,19,1468,785,0.3,13842,35983,2.2
W4666BH003,17,21,23,1466,785,0.299,13831,35938,2.2
W4666BH003,19,23,25,1484,795,0.298,14219,36913,2.2
W4666BH003,21,25,27,1503,809,0.296,14707,38109,2.2
W4666BH003,3,2,3,720,317,0.38,194,5364,1.9
W4666BH003,2,1,2,581,241,0.396,1131,3156,1.9
W4666BH003,1,0,1,501,199,0.406,730,2052,1.8
W4666BH003,9,8,9,1221,606,0.336,7505,20058,2
W4672BH004,1,0,2.3,621,210,0.435,794,2280,1.8
W4672BH004,4,23.7,30,2227,1143,0.321,35300,93200,2.7
W4672BH004,3,3,23.7,1702,843,0.338,17000,45600,2.4
W4672BH004,2,2.3,3,1093,495,0.371,5150,14100,2.1
W4673BH003,26,25,26,1160,572,0.34,687000,1840000,2.1
W4673BH003,27,26,27,1170,578,0.34,702000,1880000,2.1
W4673BH003,28,27,28,1176,583,0.34,714000,1910000,2.1
W4673BH003,29,28,29,1176,587,0.33,722000,1930000,2.1
W4673BH003,30,29,30,1183,590,0.33,731000,1950000,2.1
W4673BH003,31,30,31,1190,593,0.34,738000,1970000,2.1
W4673BH003,32,31,32,1189,596,0.33,746000,1990000,2.1
W4673BH003,33,32,33,1205,600,0.34,756000,2020000,2.1
W4673BH003,34,33,34,1206,604,0.3,765000,2040000,2.1
W4673BH003,35,34,35,1217,607,0.3,774000,2070000,2.1
W4673BH003,36,35,36,1220,610,0.33,781000,2080000,2.1
W4673BH003,37,36,37,1227,613,0.33,789000,2110000,2.1
W4673BH003,38,37,38,1227,615,0.33,793000,2110000,2.1
W4673BH003,39,38,39,1558,812,0.31,1580000,4160000,2.4
W4673BH003,40,39,40,1587,837,0.31,1680000,4400000,2.4
W4673BH003,41,40,41,1610,856,0.3,1760000,4580000,2.4
W4673BH003,12,11,12,791,348,0.38,230000,634000,1.9
W4673BH003,13,12,13,801,356,0.38,241000,663000,1.9
W4673BH003,1,0,1,734,289,0.41,151000,424000,1.8
W4673BH003,2,1,2,741,294,0.41,156000,438000,1.8
W4673BH003,3,2,3,745,298,0.4,160000,449000,1.8
W4673BH003,4,3,4,751,302,0.4,164000,461000,1.8
W4673BH003,5,4,5,749,305,0.4,167000,468000,1.8
W4673BH003,6,5,6,752,307,0.4,170000,476000,1.8
W4673BH003,7,6,7,747,308,0.4,170000,476000,1.8
W4673BH003,8,7,8,747,308,0.4,170000,476000,1.8
W4673BH003,9,8,9,760,328,0.39,204000,566000,1.9
W4673BH003,10,9,10,770,336,0.38,214000,592000,1.9
W4673BH003,11,10,11,781,342,0.38,222000,614000,1.9
W4673BH003,14,13,14,806,359,0.38,245000,675000,1.9
W4673BH003,15,14,15,814,370,0.37,261000,714000,1.9
W4673BH003,16,15,16,837,383,0.37,279000,764000,1.9
W4673BH003,17,16,17,859,396,0.37,298000,812000,1.9
W4673BH003,18,17,18,885,410,0.36,319000,869000,1.9
W4673BH003,19,18,19,903,420,0.36,335000,913000,1.9
W4673BH003,20,19,20,917,428,0.36,348000,946000,1.9
W4673BH003,21,20,21,1062,512,0.35,551000,1490000,2.1
W4673BH003,22,21,22,1091,532,0.34,595000,1600000,2.1
W4673BH003,23,22,23,1099,540,0.34,612000,1640000,2.1
W4673BH003,24,23,24,1124,554,0.3,645000,1730000,2.1
W4673BH003,25,24,25,1143,564,0.34,667000,1790000,2.1
W4675BH002,6,23.2,30,2341,1242,0.3,35500,92600,2.3
W4675BH002,5,21,23.2,1389,718,0.32,10900,28600,2.1
W4675BH002,4,20.1,21,1151,558,0.35,5920,15900,1.9
W4675BH002,3,11.6,20.1,1084,464,0.39,4140,11500,1.9
W4675BH002,2,3,11.6,562,229,0.4,963,2700,1.8
W4675BH002,1,0,3,455,179,0.41,555,1560,1.7
W4677BH006,4,21,30,1556,622,0.405,8180,23000,
W4677BH006,3,7,21,1233,441,0.427,3790,10800,
W4677BH006,2,4,7,991,293,0.452,1550,4490,
W4677BH006,1,0,4,786,224,0.456,916,2670,
W4678BH005,1,2,3,750,356,0.35,2.46,,
W4678BH005,2,3,4,762,371,0.34,2.67,,
W4678BH005,3,4,5,779,389,0.33,2.93,,
W4678BH005,4,5,6,792,393,0.34,2.99,,
W4678BH005,5,6,7,544,253,0.36,1.31,,
W4678BH002,11,11,12,544,263,0.35,1.41,,
W4678BH005,7,8,9,549,250,0.37,1.28,,
W4678BH005,9,9,10,550,262,0.35,1.4,,
W4678BH005,10,10,11,553,275,0.34,1.54,,
W4678BH005,11,11,12,575,276,0.35,1.55,,
W4678BH005,12,12,13,581,288,0.34,1.69,,
W4678BH005,13,13,14,594,293,0.34,1.75,,
W4678BH005,14,14,15,600,280,0.36,1.6,,
W4678BH005,15,15,16,581,284,0.34,1.65,,
W4678BH005,16,16,17,595,291,0.34,1.73,,
W4678BH005,17,17,18,615,303,0.34,1.87,,
W4678BH005,18,18,19,630,313,0.34,2,,
W4678BH005,19,19,20,648,325,0.33,2.16,,
W4678BH005,20,20,21,1018,515,0.33,5.95,,
W4678BH005,21,21,22,1032,524,0.33,6.16,,
W4678BH002,1,2,3,674,315,0.36,1.92,,
W4678BH002,2,3,4,731,348,0.35,2.35,,
W4678BH002,3,4,5,730,340,0.36,2.24,,
W4678BH002,4,5,6,518,232,0.37,1.1,,
W4678BH002,5,6,7,524,245,0.36,1.23,,
W4678BH002,6,7,8,532,240,0.37,1.18,,
W4678BH002,7,8,9,533,242,0.37,1.2,,
W4678BH002,8,9,10,540,254,0.36,1.32,,
W4678BH002,9,10,11,541,247,0.37,1.25,,
W4678BH002,10,16,17,1388,751,0.29,1.44,,
W4678BH002,15,14,15,595,301,0.33,1.85,,
W4678BH002,14,15,16,13135,689,0.31,1.21,,
W4678BH002,13,13,14,562,275,0.34,1.54,,
W4678BH002,12,12,13,549,266,0.35,1.44,,
W4678BH005,27,27,27.8,1380,741,0.3,1.4,,
W4678BH005,26,26,27,1103,568,0.32,7.24,,
W4678BH005,25,25,26,1088,560,0.32,7.04,,
W4678BH005,24,24,25,1080,554,0.32,6.89,,
W4678BH005,23,23,24,1062,549,0.32,6.77,,
W4678BH005,22,22,23,1047,534,0.32,6.4,,
W4678BH005,6,7,8,540,255,0.36,1.33,,
W4690BH001,1,0,1,587,236,0.4,1,,
W4690BH001,35,33,34,1783,906,0.36,1.01,,
W4690BH001,3,2,3,472,180,0.41,5.83,,
W4690BH001,4,3,4,516,207,0.4,7.71,,
W4690BH001,5,4,5,526,210,0.41,7.94,,
W4690BH001,6,5,6,668,272,0.4,1.41,,
W4690BH001,7,6,7,751,306,0.4,1.78,,
W4690BH001,8,7,8,803,331,0.4,2.08,,
W4690BH001,9,8,9,911,379,0.4,2.73,,
W4690BH001,10,9,10,984,412,0.39,3.23,,
W4690BH001,11,34,35,1792,919,0.35,1.04,,
W4690BH001,12,10,11,1006,428,0.39,3.48,,
W4690BH001,13,11,12,1049,459,0.38,4,,
W4690BH001,14,12,13,1131,505,0.37,5.36,,
W4690BH001,15,13,14,1212,552,0.37,6.4,,
W4690BH001,16,14,15,1263,581,0.36,7.09,,
W4690BH001,17,15,16,1335,626,0.36,8.23,,
W4690BH001,18,16,17,1321,611,0.36,7.84,,
W4690BH001,19,17,18,1366,637,0.36,8.52,,
W4690BH001,20,18,19,1376,649,0.36,8.84,,
W4690BH001,21,19,20,1437,682,0.36,9.77,,
W4690BH001,22,20,21,1403,658,0.36,9.09,,
W4690BH001,23,21,22,1406,662,0.36,9.21,,
W4690BH001,24,22,23,1427,689,0.29,4.68,,
W4690BH001,25,23,24,1464,705,0.29,4.59,,
W4690BH001,26,24,25,1441,680,0.28,4.74,,
W4690BH001,27,25,26,1462,694,0.29,4.82,,
W4690BH001,28,26,27,1466,703,0.29,2.68,,
W4690BH001,29,27,28,1449,685,0.29,4.85,,
W4690BH001,30,28,29,1456,689,0.29,4.94,,
W4690BH001,31,29,30,1488,720,0.28,5.14,,
W4690BH001,32,30,31,1529,746,0.35,9.96,,
W4690BH001,33,31,32,1585,774,0.35,1.04,,
W4690BH001,34,32,33,1742,876,0.35,97,,
W4690BH001,2,1,2,575,232,0.4,9.69,,
W4705BH018,7,24,46,987,439,0.357,455,1230,0
W4705BH018,6,9.5,24,761,337,0.378,216,596,0
W4705BH018,5,0,9.5,604,247,0.399,110,308,0
W4705BH013,6,20,30,1348,676,0.332,1100,2920,0
W4705BH013,5,15,20,893,416,0.361,364,991,0
W4705BH013,4,10,15,698,309,0.378,182,501,0
W4705BH013,3,0,10,633,264,0.395,125,349,0
W4705BH018,8,46,18,1363,692,0.327,1150,3050,0
W4709BH002,6,7,8,435,219,0.33,0.00979,,2
W4709BH002,7,8,9,442,224,0.33,0.000102,,2
W4709BH002,8,9,10,450,228,0.33,0.000106,,2
W4709BH002,5,6,7,429,214,0.33,0.00935,,2
W4709BH002,4,5,6,423,210,0.34,0.009,,2
W4709BH002,3,4,5,442,202,0.37,0.00791,,1.9
W4709BH002,2,3,4,438,198,0.37,0.0076,,1.9
W4709BH002,1,2,3,433,193,0.38,0.00722,,1.9
W4709BH002,12,13,14,1320,743,0.27,0.0000141,,2.5
W4709BH002,11,12,13,966,517,0.3,0.0006,,2.2
W4709BH002,9,10,11,458,233,0.33,0.000111,,2
W4709BH002,10,11,12,466,238,0.32,0.000116,,2
W4712BH021,1,0,1,760,353,0.36,237000,645000,
W4712BH040,16,15,16,2899,1631,0.27,7190000,18200000,
W4712BH021,3,2,3,872,416,0.35,363000,983000,
W4712BH021,4,3,4,954,456,0.35,437000,1180000,
W4712BH021,5,4,5,1066,507,0.35,540000,1460000,
W4712BH021,6,5,6,1187,565,0.35,670000,1810000,
W4712BH021,7,6,7,1256,600,0.35,756000,2040000,
W4712BH021,8,7,8,1300,619,0.35,805000,2180000,
W4712BH021,9,8,9,1278,610,0.35,781000,2110000,
W4712BH040,17,16,17,2924,1637,0.27,7230000,18400000,
W4712BH040,18,17,18,2915,1639,0.27,7260000,18400000,
W4712BH040,19,18,19,2933,1645,0.27,7300000,18600000,
W4712BH040,20,19,20,2924,1656,0.26,7400000,18700000,
W4712BH040,21,20,21,2941,1658,0.27,7430000,18800000,
W4712BH040,22,21,22,2959,1653,0.27,7380000,18800000,
W4712BH040,23,22,23,2959,1664,0.27,7480000,19000000,
W4712BH040,24,23,24,2976,1669,0.27,7530000,19100000,
W4712BH040,25,24,25,2959,1656,0.27,7400000,18800000,
W4712BH040,26,25,26,2933,1634,0.27,7210000,18400000,
W4712BH040,27,26,27,2915,1605,0.28,6960000,17800000,
W4712BH040,28,27,28,2841,1550,0.29,6010000,15500000,
W4712BH040,29,28,29,2865,1538,0.3,5920000,15400000,
W4712BH040,30,29,30,2907,1536,0.31,5900000,15400000,
W4712BH021,10,9,10,1304,623,0.35,815000,2200000,
W4712BH021,11,10,11,1334,635,0.35,847000,2290000,
W4712BH021,12,11,12,1333,654,0.34,898000,2410000,
W4712BH021,13,12,13,1421,705,0.34,1040000,2790000,
W4712BH021,14,13,14,1688,863,0.32,1790000,4730000,
W4712BH021,15,14,15,2100,1085,0.32,2830000,7450000,
W4712BH021,16,15,16,2323,1210,0.31,3660000,9620000,
W4712BH021,17,16,17,2342,1232,0.31,3790000,9930000,
W4712BH021,18,17,18,2362,1248,0.31,3890000,10200000,
W4712BH021,19,18,19,2370,1253,0.31,3930000,10300000,
W4712BH021,20,19,20,2336,1229,0.31,3780000,9880000,
W4712BH021,21,20,21,2275,1208,0.3,3650000,9510000,
W4712BH021,22,21,22,2314,1220,0.31,3720000,9730000,
W4712BH021,23,22,23,2349,1248,0.3,3890000,10100000,
W4712BH021,24,23,24,2345,1253,0.3,3930000,10200000,
W4712BH021,25,24,25,2364,1267,0.3,4010000,10400000,
W4712BH021,26,25,26,2354,1273,0.29,4050000,10500000,
W4712BH021,27,26,27,2345,1282,0.29,4110000,10600000,
W4712BH021,28,27,28,2349,1296,0.28,4200000,10800000,
W4712BH021,29,28,29,2370,1305,0.28,4260000,10900000,
W4712BH021,30,29,30,2368,1306,0.28,4260000,10900000,
W4712BH040,1,0,1,568,256,0.37,118000,325000,
W4712BH040,2,1,2,756,324,0.39,199000,553000,
W4712BH040,3,2,3,1020,45,0.38,436000,1200000,
W4712BH040,4,3,4,1122,517,0.37,561000,1530000,
W4712BH040,5,4,5,1269,601,0.36,758000,2050000,
W4712BH040,6,5,6,1495,716,0.35,1080000,2910000,
W4712BH040,7,6,7,2660,1325,0.34,4740000,12600000,
W4712BH040,8,7,8,2841,1513,0.3,6180000,16100000,
W4712BH040,9,8,9,2857,1572,0.28,6670000,17100000,
W4712BH040,10,9,10,2849,1592,0.27,6850000,17400000,
W4712BH040,11,10,11,2801,1577,0.27,6720000,17000000,
W4712BH040,12,11,12,2817,1585,0.27,6780000,17200000,
W4712BH040,13,12,13,2849,1603,0.27,6930000,17600000,
W4712BH040,14,13,14,2865,1616,0.27,7050000,17900000,
W4712BH040,15,14,15,2882,1621,0.27,7090000,18000000,
W4712BH021,2,1,2,829,390,0.36,319000,867000,
W4723BH001,4,14.5,15.3,322,793,0.402,186000,522000,1.8
W4723BH001,1,0,5.7,174,549,0.444,54300,157000,1.8
W4723BH001,2,5.7,11.7,143,470,0.449,34600,100000,1.7
W4723BH001,3,11.7,14.5,195,580,0.437,68100,196000,1.8
W4723BH001,5,15.3,30,573,1249,0.367,689000,1880000,2.1
W4726BH001,1,0,2.6,442,176,0.41,56.8,,
W4726BH001,2,2.6,3.5,598,242,0.4,108,,
W4726BH001,3,3.5,8,1088,485,0.38,470,,
W4726BH001,4,8,9.8,1464,691,0.36,1030,,
W4726BH001,6,12.1,30,2471,1352,0.29,5050,,
W4726BH001,5,9.8,12.1,2163,1165,0.3,3190,,
W4728BH005,13,16,18,1803,131,0.5,,,
W4728BH005,14,18,20,1808,127,0.5,,,
W4728BH005,15,20,22,1916,194,0.49,,,
W4728BH005,16,22,24,1986,235,0.49,,,
W4728BH005,17,24,26,2171,357,0.49,,,
W4728BH005,18,26,28,2622,667,0.47,,,
W4728BH005,19,28,30,3254,1103,0.44,,,
W4728BH004,1,0,1,328,118,0.43,,,
W4728BH004,2,1,2,270,89,0.44,,,
W4728BH004,3,2,3,1148,84,0.5,,,
W4728BH004,4,3,4,1667,98,0.5,,,
W4728BH004,5,4,5,1723,134,0.5,,,
W4728BH004,6,5,6,1715,124,0.5,,,
W4728BH004,7,6,7,1747,143,0.5,,,
W4728BH004,8,7,8,1681,93,0.5,,,
W4728BH004,9,8,10,1676,81,0.5,,,
W4728BH004,10,10,12,1711,98,0.5,,,
W4728BH004,11,12,14,1735,107,0.5,,,
W4728BH004,12,14,16,1884,205,0.49,,,
W4728BH004,13,16,18,2087,340,0.49,,,
W4728BH004,14,18,20,2320,496,0.48,,,
W4728BH004,15,20,22,2626,704,0.46,,,
W4728BH004,16,22,24,3286,1161,0.43,,,
W4728BH004,17,24,26,3432,1256,0.42,,,
W4728BH004,18,26,28,3485,1285,0.42,,,
W4728BH004,19,28,30,3754,1467,0.41,,,
W4728BH005,12,14,16,1727,86,0.5,,,
W4728BH005,11,12,14,1696,72,0.5,,,
W4728BH005,10,10,12,1661,55,0.5,,,
W4728BH005,9,8,10,1640,49,0.5,,,
W4728BH005,8,7,8,1649,64,0.5,,,
W4728BH005,7,6,7,1659,74,0.5,,,
W4728BH005,6,5,6,1711,115,0.5,,,
W4728BH005,5,4,5,1685,101,0.5,,,
W4728BH005,4,3,4,1693,111,0.5,,,
W4728BH005,3,2,3,1716,131,0.5,,,
W4728BH005,1,0,1,409,190,0.36,,,
W4728BH005,2,1,2,1747,157,0.5,,,
W4733BH003,1,0,1,521,521,0.404,79000,222000,1.8
W4733BH003,5,6,30,1695,856,0.329,1760000,4680000,2.4
W4733BH003,4,5,6,1218,558,0.367,655000,1790000,2.1
W4733BH003,3,1,5,870,379,0.383,273000,755000,1.9
W4740BH007,1,0,1,1027,327,0.444,1960,5660,1.8
W4740BH012,4,8,30,1652,853,0.318,17800,47000,2.4
W4740BH007,3,5,7,2000,966,0.348,20000,53900,2.1
W4740BH007,4,7,30,2317,1304,0.268,41600,106000,2.4
W4740BH009,1,0,5,1139,447,0.409,3660,10300,1.8
W4740BH009,2,5,9,1155,497,0.387,4530,12600,1.8
W4740BH009,3,9,11,1175,526,0.375,5080,14000,1.8
W4740BH009,4,11,15,1471,723,0.341,11200,30000,2.1
W4740BH009,5,15,30,1829,819,0.374,16400,45200,2.4
W4740BH010,1,0,4,1313,535,0.4,5270,14700,1.8
W4740BH010,2,4,8,706,314,0.376,1810,4990,1.8
W4740BH010,3,8,30,1482,758,0.323,14100,37200,2.4
W4740BH012,1,0,4,1046,451,0.386,3730,10300,1.8
W4740BH012,2,4,6,1255,563,0.374,5820,16000,1.8
W4740BH012,3,6,8,1191,577,0.347,7130,19200,2.1
W4740BH007,2,1,5,1697,729,0.387,9750,27000,1.8
W4754BH002,1,0,1,528,225,0.389,93000,258000,
W4754BH002,28,26,27,3248,1793,0.281,8200000,21000000,
W4754BH002,3,2,3,762,346,0.37,232000,636000,
W4754BH002,4,3,4,1265,632,0.334,937000,2500000,
W4754BH002,5,4,5,2245,1187,0.306,3590000,9390000,
W4754BH002,6,5,6,1565,1369,0.301,4780000,12400000,
W4754BH002,7,6,7,1945,1599,0.291,6520000,16800000,
W4754BH002,29,25,26,3195,1752,0.285,7830000,20100000,
W4754BH002,30,27,28,3125,1716,0.284,7510000,19300000,
W4754BH002,8,7,8,3233,1787,0.28,8150000,20900000,
W4754BH002,9,8,9,3142,1731,0.282,7640000,19600000,
W4754BH002,10,29,30,2948,1609,0.288,6600000,17000000,
W4754BH002,11,9,10,3065,1683,0.284,7230000,18600000,
W4754BH002,12,11,12,2911,1583,0.29,6390000,16500000,
W4754BH002,13,10,11,2984,1631,0.287,6790000,17500000,
W4754BH002,14,28,29,3066,1681,0.285,7210000,18500000,
W4754BH002,15,12,13,2946,1594,0.293,6480000,16800000,
W4754BH002,16,14,15,3105,1694,0.288,7320000,18900000,
W4754BH002,17,13,14,3044,1655,0.29,6990000,18000000,
W4754BH002,18,19,20,3270,1793,0.285,8200000,21100000,
W4754BH002,19,15,16,3168,1737,0.285,7700000,19800000,
W4754BH002,20,20,21,3115,1703,0.287,7400000,19000000,
