X,Y,idn,dl_sm_cde,dn_sm_cde,dn_cm_cde,pie_no,ty_jl_cde,inx_no,me_og_cde,buse_cde,sat_mhe,end_mhe,en_mt_cde,mop_cde,re_om_cde,lay_ymd,lg_yo_cde,om_pe_dtr,hol_std,vel_std,pe_rw_num,lenx,spt_hsl,ept_hsl,st_pip_hit,et_pip_hit,spt_dep,ept_dep,are_dep,st_rt_rto,hh_fy_cde,chk_yno,mr_dl_cde,dr_en_yno,st_st_yno,dtr_cce,pe_nr_cce,dr_lx_cce,dr_lp_cce,yr_dx_cce,pw_hp_cce,dp_pe_cce,da_st_cde,nw_da_yno,ifw_riv,rmk,ue_st_year,cn_pl_year,cn_spot,rp_mt_cde,dg_gn_cde,cn_area,cn_cs_cde,sy_gn_cde,dv_gn_cde,mr_pl_cde,sv_yn_cde,gh_fc_chk,in_pi_cde,cn_nam,year,distance,angle
127.1552995,37.56122729,25-13014,T,SN,GDT,0052-100,SB007,377051982,SB25,12,0052-100-1,0054-100-1,1,12,1,1995.8.25,0,450,0,0,1,39.65,26.13,25.93,24.21,23.96,1.47,1.52,1.5,6.31,999,,C,,,Ø450,0052-100/Ø450,Ø450/L39.65,Ø450/L39.65/D1.47/D1.52,1995/Ø450/L39.65,1995/HP/Ø450/L39.65/D24.21/D23.96/S6.31,1995/HP/Ø450/L39.65/D1.47/D1.52,23,N,,,1995,1900,0,,,0,0,3,1,C,N,,999,고덕동 오수관 개량공사,1995,0,80.42899472
127.131084,37.54047268,25-03680,T,SN,CH,0308-104,SB007,377052327,SB25,12,0308-104-1,0308-105-1,1,12,1,1900.1.1,0,300,0,0,1,4.43,43.89,43.93,42.57,42.68,1.02,0.95,0.98,-24.83,999,,C,,,Ø300,0308-104/Ø300,Ø300/L4.43,Ø300/L4.43/D1.02/D0.95,1900/Ø300/L4.43,1900/HP/Ø300/L4.43/D42.57/D42.68/S-24.83,1900/HP/Ø300/L4.43/D1.02/D0.95,11,N,,,1900,1900,0,,,0,0,3,1,C,N,,999,,1900,0,270.2224715
127.1317547,37.53834269,25-09778,T,SN,KDT,0149-106,SB007,377052327,SB25,12,0149-106-1,0149-107-1,1,37,1,1900.1.1,0,600,0,0,1,93.02,26.77,23.24,25.53,22.12,0.64,0.52,0.58,36.66,999,,C,,,Ø600,0149-106/Ø600,Ø600/L93.02,Ø600/L93.02/D0.64/D0.52,1900/Ø600/L93.02,1900/CP/Ø600/L93.02/D25.53/D22.12/S36.66,1900/CP/Ø600/L93.02/D0.64/D0.52,1,N,,,1900,1900,0,,,0,0,3,1,C,N,,999,,1900,0,125.3701125
127.148218,37.53306603,25-09014,T,SN,GDG,0022-308,SB007,377052340,SB25,13,0022-308-1,0022-315-1,1,12,1,2003.4.22,0,900,0,0,1,28.99,30.29,29.62,28.54,27.71,0.85,1.01,0.93,28.63,999,N,C,N,N,Ø900,0022-308/Ø900,Ø900/L28.99,Ø900/L28.99/D0.85/D1.01,2003/Ø900/L28.99,2003/HP/Ø900/L28.99/D28.54/D27.71/S28.63,2003/HP/Ø900/L28.99/D0.85/D1.01,23,N,,,2003,1900,0,,,0,0,3,1,C,N,,999,길동 282-2번지 하수관개량공사,2003,0,283.7417126
127.1530933,37.54832754,25-07325,T,SN,ML,6016-200,SB010,377052402,SB25,12,6016-200-1,6017-300-1,2,12,1,1988.12.30,0,300,0,0,1,52.64,28.15,28.23,26.7,26.82,1.15,1.11,1.13,-2.28,999,,C,,,Ø300,6016-200/Ø300,Ø300/L52.64,Ø300/L52.64/D1.15/D1.11,1988/Ø300/L52.64,1988/HP/Ø300/L52.64/D26.70/D26.82/S-2.28,1988/HP/Ø300/L52.64/D1.15/D1.11,40,N,,,1988,1900,0,,,0,0,5,1,C,Y,,999,,1988,0,2.947956328
127.1553155,37.56165398,25-13116,T,SN,GDT,0051-200,SB007,377051982,SB25,12,0051-200-1,0057-100-1,1,12,1,1988.12.30,0,450,0,0,1,51.31,26.04,25.93,24.31,24.14,1.28,1.34,1.31,3.31,999,,C,,,Ø450,0051-200/Ø450,Ø450/L51.31,Ø450/L51.31/D1.28/D1.34,1988/Ø450/L51.31,1988/HP/Ø450/L51.31/D24.31/D24.14/S3.31,1988/HP/Ø450/L51.31/D1.28/D1.34,1,N,,,1988,1900,0,,,0,0,3,1,C,N,,999,,1988,0,2.035577181
127.1338173,37.52729126,25-11646,T,SN,KDT,0282-112,SB007,377052358,SB25,12,0282-112-1,0234-313-1,1,12,1,1980.12.30,0,600,0,0,1,52.53,16.32,16.17,14.68,14.01,1.04,1.56,1.3,12.75,999,,D,,,Ø600,0282-112/Ø600,Ø600/L52.53,Ø600/L52.53/D1.04/D1.56,1980/Ø600/L52.53,1980/HP/Ø600/L52.53/D14.68/D14.01/S12.75,1980/HP/Ø600/L52.53/D1.04/D1.56,1,N,,,1980,1900,0,,,0,0,3,1,D,N,,999,,1980,0,201.8652965
127.1637566,37.56226596,25-06832,T,SN,SLO,5124-200,SB010,377051973,SB25,13,5124-200-1,5125-100-1,2,12,1,1988.12.30,0,300,0,0,1,44.83,29.99,29.66,28.69,28.66,1,0.7,0.85,0.67,999,N,D,,,Ø300,5124-200/Ø300,Ø300/L44.83,Ø300/L44.83/D1.00/D0.70,1988/Ø300/L44.83,1988/HP/Ø300/L44.83/D28.69/D28.66/S0.67,1988/HP/Ø300/L44.83/D1.00/D0.70,41,N,,2015년정확도,1988,1900,0,,,0,0,2,1,D,N,,1,,1988,0,93.89622341
127.1245718,37.53505831,25-00465,T,SN,PN,0058-400,SB001,377052336,SB25,12,0058-400-1,0058-500-1,1,30,24,1900.1.1,0,0,0.7,0.8,1,42.75,17.47,16.74,16.49,15.92,0.18,0.02,0.1,13.33,999,,C,,,□0.7X0.8,0058-400/□0.7X0.8,□0.7X0.8/L42.75,□0.7X0.8/L42.75/D0.18/D0.02,1900/□0.7X0.8/L42.75,1900/RCBOX/□0.7X0.8/L42.75/D16.49/D15.92/S13.33,1900/RCBOX/□0.7X0.8/L42.75/D0.18/D0.02,1,N,,,1900,1900,0,,,0,0,3,1,C,N,,999,,1900,0,216.2154791
127.1376594,37.55398236,25-04410,T,SN,AS,0117-203,SB007,377051898,SB25,12,0117-203-01,0117-209-1,1,12,1,1979.2.25,0,450,0,0,1,17.05,25.4,25.21,24.36,23.83,0.59,0.93,0.76,31.09,999,,C,,,Ø450,0117-203/Ø450,Ø450/L17.05,Ø450/L17.05/D0.59/D0.93,1900/Ø450/L17.05,1900/HP/Ø450/L17.05/D24.36/D23.83/S31.09,1900/HP/Ø450/L17.05/D0.59/D0.93,40,N,,,1900,1900,0,,,0,0,5,1,C,Y,,999,,1979,0,270.030902
127.1311681,37.53771536,25-10685,T,SN,KDT,0150-202,SB007,377052337,SB25,12,0001-201-1,0150-204-1,1,12,1,1985.1.1,0,450,0,0,1,43.01,32.78,30.79,31.4,29.46,0.93,0.88,0.91,45.11,999,,D,,,Ø450,0150-202/Ø450,Ø450/L43.01,Ø450/L43.01/D0.93/D0.88,1985/Ø450/L43.01,1985/HP/Ø450/L43.01/D31.40/D29.46/S45.11,1985/HP/Ø450/L43.01/D0.93/D0.88,1,N,,,1985,1900,0,,,0,0,3,1,D,N,,999,,1985,0,27.08237589
127.1329455,37.54902939,25-03377,T,SN,CH,0260-100,SB007,377052308,SB25,12,0260-100-1,0260-200-1,1,12,1,1990.8.8,0,600,0,0,1,53.31,22.01,21.72,20.67,20.35,0.74,0.77,0.76,6,999,,C,,,Ø600,0260-100/Ø600,Ø600/L53.31,Ø600/L53.31/D0.74/D0.77,1990/Ø600/L53.31,1990/HP/Ø600/L53.31/D20.67/D20.35/S6.00,1990/HP/Ø600/L53.31/D0.74/D0.77,1,N,,,1990,1900,0,,,0,0,3,1,C,N,,999,암사 아파트 주변 하수도개량공사,1990,0,160.0731303
127.1694781,37.5613567,25-07088,T,SN,SLO,5150-100,SB010,377051974,SB25,13,5150-100-1,5150-200-1,2,12,1,1988.12.30,0,300,0,0,1,60.41,23.71,23.14,22.6,22.09,0.81,0.75,0.78,8.44,999,N,C,,,Ø300,5150-100/Ø300,Ø300/L60.41,Ø300/L60.41/D0.81/D0.75,1988/Ø300/L60.41,1988/HP/Ø300/L60.41/D22.60/D22.09/S8.44,1988/HP/Ø300/L60.41/D0.81/D0.75,1,N,,,1988,1900,0,,,0,0,3,1,C,N,,999,,1988,0,162.4584198
127.1714762,37.54766093,25-06708,T,SN,SLO,0326-201,SB007,377052415,SB25,12,0327-100-1,0326-200-1,1,12,1,1988.12.30,0,450,0,0,1,37.97,32.03,30.99,30.09,29.05,1.49,1.49,1.49,27.39,999,,C,,,Ø450,0326-201/Ø450,Ø450/L37.97,Ø450/L37.97/D1.49/D1.49,1988/Ø450/L37.97,1988/HP/Ø450/L37.97/D30.09/D29.05/S27.39,1988/HP/Ø450/L37.97/D1.49/D1.49,1,N,,,1988,1900,0,,,0,0,3,1,C,N,,999,,1988,0,122.1862483
127.1423839,37.55306307,25-07878,T,SN,ML,0035-104,SB007,377051899,SB25,13,0035-104-01,0035-100-1,1,37,1,1971.12.10,0,450,0,0,1,27.84,40.68,39.94,38.09,38.08,2.14,1.41,1.77,0.36,999,,C,,,Ø450,0035-104/Ø450,Ø450/L27.84,Ø450/L27.84/D2.14/D1.41,1900/Ø450/L27.84,1900/CP/Ø450/L27.84/D38.09/D38.08/S0.36,1900/CP/Ø450/L27.84/D2.14/D1.41,2,N,,,1900,1900,0,,,0,0,3,1,C,N,,,,1971,0,92.40463035
127.1540748,37.54838296,25-07309,T,SN,ML,1005-200,SB007,377052402,SB25,12,1005-200-1,1005-300-1,1,12,1,1988.12.30,0,450,0,0,1,42.7,28.6,28.7,26.79,26.95,1.36,1.3,1.33,-3.75,999,,B,,,Ø450,1005-200/Ø450,Ø450/L42.70,Ø450/L42.70/D1.36/D1.30,1988/Ø450/L42.70,1988/HP/Ø450/L42.70/D26.79/D26.95/S-3.75,1988/HP/Ø450/L42.70/D1.36/D1.30,1,N,,,1988,2010,0,,,0,1,3,1,B,N,,999,,1988,0,2.35336501
127.1549829,37.54878532,25-07303,T,SN,ML,6018-300,SB010,377052402,SB25,12,6018-300-1,6018-400-1,2,12,1,1988.12.30,0,300,0,0,1,36.8,30.19,29.51,28.24,27.71,1.65,1.5,1.58,14.4,999,,C,,,Ø300,6018-300/Ø300,Ø300/L36.80,Ø300/L36.80/D1.65/D1.50,1988/Ø300/L36.80,1988/HP/Ø300/L36.80/D28.24/D27.71/S14.40,1988/HP/Ø300/L36.80/D1.65/D1.50,1,N,,,1988,1900,0,,,0,0,3,1,C,N,,999,,1988,0,270.6052693
127.1548913,37.56150293,25-13041,T,SN,GDT,5074-200,SB010,377051982,SB25,12,5074-200-1,5075-100-1,2,12,1,1988.12.30,0,300,0,0,1,58.49,26.09,25.93,24.82,24.83,0.97,0.8,0.89,-0.17,999,,C,,,Ø300,5074-200/Ø300,Ø300/L58.49,Ø300/L58.49/D0.97/D0.80,1988/Ø300/L58.49,1988/HP/Ø300/L58.49/D24.82/D24.83/S-0.17,1988/HP/Ø300/L58.49/D0.97/D0.80,1,N,,,1988,1900,0,,,0,0,3,1,C,N,,999,,1988,0,0.972186813
127.1717271,37.55103551,25-14245,T,SN,SLO,5278-900,SB010,377051995,SB25,13,5278-900-1,5278-950-1,2,12,1,2020.12.31,0,300,0,0,1,31.69,20.94,20.65,19.57,19.4,1.07,0.95,1.01,5.36,999,,,,,Ø300,5278-900/Ø300,Ø300/L31.69,Ø300/L31.69/D1.07/D0.95,2020/Ø300/L31.69,2020/HP/Ø300/L31.69/D19.57/D19.40/S5.36,2020/HP/Ø300/L31.69/D1.07/D0.95,62,N,,,2020,2020,0,6,1,0,2,2,2,,N,,1,고덕6단지주택재건축정비사업중 기반시설 도로사업,2020,0,67.4993281
127.1463994,37.54317374,25-12478,T,SN,KDT,0006-600,SB001,377052320,SB25,12,0006-600-00,0006-700-1,1,30,24,1980.12.30,0,0,2.5,1.5,1,11.09,22.84,22.58,20.93,20.83,0.41,0.25,0.33,9.02,999,,D,,,□2.5X1.5,0006-600/□2.5X1.5,□2.5X1.5/L11.09,□2.5X1.5/L11.09/D0.41/D0.25,1980/□2.5X1.5/L11.09,1980/RCBOX/□2.5X1.5/L11.09/D20.93/D20.83/S9.02,1980/RCBOX/□2.5X1.5/L11.09/D0.41/D0.25,2,N,,,1980,1900,0,,,0,0,3,1,D,N,,999,,1980,0,286.4294816
127.1261679,37.54591218,25-03396,T,SN,CH,0363-102,SB007,377052316,SB25,12,0363-102-1,0363-100-1,1,12,1,1989.12.12,0,600,0,0,1,50.32,17.43,16.84,16.21,15.43,0.62,0.81,0.72,15.5,999,,C,,,Ø600,0363-102/Ø600,Ø600/L50.32,Ø600/L50.32/D0.62/D0.81,1989/Ø600/L50.32,1989/HP/Ø600/L50.32/D16.21/D15.43/S15.50,1989/HP/Ø600/L50.32/D0.62/D0.81,11,N,,,1989,1900,0,,,0,0,3,1,C,N,,999,천호동 287의1~314간 하수도개량공사,1989,0,188.6097512
127.1530654,37.55979319,25-12817,T,SN,GDT,5043-101,SB010,377051982,SB25,12,5041-100-01,5043-100-1,2,12,1,1988.12.30,0,300,0,0,1,19.22,27.37,27.32,26.82,26.33,0.25,0.69,0.47,25.49,999,,D,,,Ø300,5043-101/Ø300,Ø300/L19.22,Ø300/L19.22/D0.25/D0.69,1988/Ø300/L19.22,1988/HP/Ø300/L19.22/D26.82/D26.33/S25.49,1988/HP/Ø300/L19.22/D0.25/D0.69,2,N,,,1988,2010,0,,,0,1,3,1,D,N,,999,,1988,0,171.8683019
127.1311495,37.52697498,25-11632,T,SN,KDT,0212-502,SB007,377052357,SB25,12,0212-502-1,0212-505-1,1,12,1,2000.4.24,0,800,0,0,1,64.08,15.12,15.48,13.33,13.58,0.99,1.1,1.04,-3.9,999,,C,,,Ø800,0212-502/Ø800,Ø800/L64.08,Ø800/L64.08/D0.99/D1.10,2000/Ø800/L64.08,2000/HP/Ø800/L64.08/D13.33/D13.58/S-3.90,2000/HP/Ø800/L64.08/D0.99/D1.10,40,N,,,2000,1900,0,,,0,0,5,1,C,Y,,999,성내동 433번지 하수관 개량공사,2000,0,209.5588376
127.1306222,37.53788111,25-01047,T,SN,PN,0001-202,SB007,377052337,SB25,12,0001-202-1,0001-203-1,1,12,1,1900.1.1,0,450,0,0,1,32.56,34.4,33.43,33.15,32.5,0.8,0.48,0.64,19.96,999,,C,,,Ø450,0001-202/Ø450,Ø450/L32.56,Ø450/L32.56/D0.80/D0.48,1900/Ø450/L32.56,1900/HP/Ø450/L32.56/D33.15/D32.50/S19.96,1900/HP/Ø450/L32.56/D0.80/D0.48,1,N,,,1900,1900,0,,,0,0,3,1,C,N,,999,,1900,0,206.6003918
127.1362783,37.53270546,25-10829,T,SN,KDT,0195-113,SB007,377052338,SB25,13,0195-113-1,0195-100-1,1,12,1,2016.12.31,0,600,0,0,1,43.95,17.72,17.17,16.06,15.4,1.06,1.17,1.12,15.02,999,,,,,Ø600,0195-113/Ø600,Ø600/L43.95,Ø600/L43.95/D1.06/D1.17,1988/Ø600/L43.95,1988/HP/Ø600/L43.95/D16.06/D15.40/S15.02,1988/HP/Ø600/L43.95/D1.06/D1.17,71,N,,,1988,2015,0,1,1,0,2,2,1,D,N,,1,2015년 관내 하수도구조물 정비공사,2016,0,305.9290679
127.1548816,37.5467478,25-07689,T,SN,ML,6009-300,SB010,377052412,SB25,12,6009-300-1,6009-400-1,2,12,1,1988.12.30,0,300,0,0,1,39.04,29.66,29.43,28.07,28,1.29,1.13,1.21,1.79,999,,C,,,Ø300,6009-300/Ø300,Ø300/L39.04,Ø300/L39.04/D1.29/D1.13,1988/Ø300/L39.04,1988/HP/Ø300/L39.04/D28.07/D28.00/S1.79,1988/HP/Ø300/L39.04/D1.29/D1.13,1,N,,,1988,1900,0,,,0,0,3,1,C,N,,999,,1988,0,275.4144428
127.1441868,37.54774035,25-08400,T,SN,ML,0065-109,SB007,377052309,SB25,13,0065-109-1,0065-112-1,1,12,1,2016.12.31,0,800,0,0,1,58.93,23.73,23.89,22.05,21.82,0.88,1.27,1.08,3.9,999,,,,,Ø800,0065-109/Ø800,Ø800/L58.93,Ø800/L58.93/D0.88/D1.27,1980/Ø800/L58.93,1980/HP/Ø800/L58.93/D22.05/D21.82/S3.90,1980/HP/Ø800/L58.93/D0.88/D1.27,71,N,,,1980,2016,0,1,1,0,2,2,1,C,N,,1,둔촌동 611-1~4일대 원형관로 보수보강 공사,2016,0,110.3923157
127.1382047,37.53229699,25-11942,T,SN,KDT,0170-102,SB007,377052349,SB25,12,0170-102-1,0170-100-1,1,12,1,1980.12.30,0,600,0,0,1,41.93,21.08,20.49,19.4,19.04,1.08,0.85,0.97,8.59,999,,D,,,Ø600,0170-102/Ø600,Ø600/L41.93,Ø600/L41.93/D1.08/D0.85,1980/Ø600/L41.93,1980/HP/Ø600/L41.93/D19.40/D19.04/S8.59,1980/HP/Ø600/L41.93/D1.08/D0.85,1,N,,,1980,1900,0,,,0,0,3,1,D,N,,999,,1980,0,21.84263577
127.1369782,37.53270303,25-12028,T,SN,KDT,0195-111,SB007,377052338,SB25,13,0195-111-1,0195-113-1,1,12,1,2016.12.31,0,600,0,0,1,62.11,18.62,17.72,17.28,16.08,0.74,1.04,0.89,19.32,999,,,,,Ø600,0195-111/Ø600,Ø600/L62.11,Ø600/L62.11/D0.74/D1.04,1988/Ø600/L62.11,1988/HP/Ø600/L62.11/D17.28/D16.08/S19.32,1988/HP/Ø600/L62.11/D0.74/D1.04,71,N,,,1988,2015,0,1,1,0,2,2,1,D,N,,1,2015년 관내 하수도구조물 정비공사,2016,0,304.8952017
127.1530655,37.54831011,25-07308,T,SN,ML,1018-200,SB007,377052402,SB25,12,1018-200-1,1019-300-1,1,12,1,1988.12.30,0,450,0,0,1,50.69,28.14,28.23,26.37,26.34,1.32,1.44,1.38,0.59,999,,C,,,Ø450,1018-200/Ø450,Ø450/L50.69,Ø450/L50.69/D1.32/D1.44,1988/Ø450/L50.69,1988/HP/Ø450/L50.69/D26.37/D26.34/S0.59,1988/HP/Ø450/L50.69/D1.32/D1.44,1,N,,,1988,2010,0,,,0,1,3,1,C,N,,999,,1988,0,4.198820068
127.1548974,37.54770268,25-07554,T,SN,ML,1008-100,SB007,377052412,SB25,12,1012-100-1,1013-100-1,1,12,1,1988.12.30,0,600,0,0,1,36.21,30.35,28.94,28.29,27.04,1.46,1.3,1.38,34.52,999,,C,,,Ø600,1008-100/Ø600,Ø600/L36.21,Ø600/L36.21/D1.46/D1.30,1988/Ø600/L36.21,1988/HP/Ø600/L36.21/D28.29/D27.04/S34.52,1988/HP/Ø600/L36.21/D1.46/D1.30,40,N,,,1988,1900,0,,,0,0,5,1,C,Y,,999,,1988,0,270.9403548
127.1364027,37.54132091,25-10208,T,SN,KDT,0043-215,SB007,377052328,SB25,12,0043-215-1,0043-216-1,1,12,1,1900.1.1,0,600,0,0,1,31.18,20.49,20.04,19.39,18.77,0.5,0.67,0.58,19.88,999,,C,,,Ø600,0043-215/Ø600,Ø600/L31.18,Ø600/L31.18/D0.50/D0.67,1900/Ø600/L31.18,1900/HP/Ø600/L31.18/D19.39/D18.77/S19.88,1900/HP/Ø600/L31.18/D0.50/D0.67,1,N,,,1900,2010,0,,,0,1,3,1,C,N,,999,,1900,0,95.54402549
127.1535853,37.56176182,25-13112,T,SN,GDT,0038-100,SB007,377051982,SB25,12,0038-100-1,0039-100-00,1,12,1,1900.1.1,0,1200,0,0,1,44.46,26.44,26.31,23.59,23.15,1.65,1.96,1.8,9.9,999,,B,,,Ø1200,0038-100/Ø1200,Ø1200/L44.46,Ø1200/L44.46/D1.65/D1.96,1900/Ø1200/L44.46,1900/HP/Ø1200/L44.46/D23.59/D23.15/S9.90,1900/HP/Ø1200/L44.46/D1.65/D1.96,2,N,,,1900,1900,0,,,0,0,3,1,B,N,,999,,1900,0,5.104803074
127.130716,37.53389901,25-10754,T,SN,KDT,0192-105,SB007,377052337,SB25,13,0033-101-1,0192-106-1,1,12,1,1900.1.1,0,600,0,0,1,13.17,20.75,20.24,19.45,19.03,0.7,0.61,0.66,31.89,999,,D,,,Ø600,0192-105/Ø600,Ø600/L13.17,Ø600/L13.17/D0.70/D0.61,1900/Ø600/L13.17,1900/HP/Ø600/L13.17/D19.45/D19.03/S31.89,1900/HP/Ø600/L13.17/D0.70/D0.61,2,N,,,1900,1900,0,,,0,0,3,1,D,N,,999,,1900,0,39.82983011
127.1208424,37.54072778,25-00579,T,SN,PN,0106-106,SB007,377052325,SB25,12,0019-101-1,0106-107-1,1,37,1,1900.1.1,0,600,0,0,1,23.09,17.22,16.94,16.42,16.18,0.2,0.16,0.18,10.39,999,,C,,,Ø600,0106-106/Ø600,Ø600/L23.09,Ø600/L23.09/D0.20/D0.16,1900/Ø600/L23.09,1900/CP/Ø600/L23.09/D16.42/D16.18/S10.39,1900/CP/Ø600/L23.09/D0.20/D0.16,1,N,,,1900,2010,0,,,0,1,3,1,C,N,,999,,1900,0,288.6084262
127.1428593,37.54031423,25-11114,T,SN,KDT,0010-506,SB007,377052329,SB25,12,0010-506-1,0010-507-1,1,12,1,1980.12.30,0,1000,0,0,1,46.28,21.5,21.42,19.77,19.53,0.73,0.89,0.81,5.19,999,,D,,,Ø1000,0010-506/Ø1000,Ø1000/L46.28,Ø1000/L46.28/D0.73/D0.89,1980/Ø1000/L46.28,1980/HP/Ø1000/L46.28/D19.77/D19.53/S5.19,1980/HP/Ø1000/L46.28/D0.73/D0.89,11,N,,,1980,1900,0,,,0,0,3,1,D,N,,999,,1980,0,3.760111121
127.1319964,37.53819995,25-09924,T,SN,KDT,0147-200,SB007,377052327,SB25,12,0147-200-1,0147-300-1,1,12,1,1988.5.31,0,800,0,0,1,51.59,25.92,23.96,24.37,22.38,0.75,0.78,0.77,38.57,999,,C,,,Ø800,0147-200/Ø800,Ø800/L51.59,Ø800/L51.59/D0.75/D0.78,1988/Ø800/L51.59,1988/HP/Ø800/L51.59/D24.37/D22.38/S38.57,1988/HP/Ø800/L51.59/D0.75/D0.78,1,N,,,1988,1900,0,,,0,0,3,1,C,N,,999,천호동 408~155번지간 하수개량공사,1988,0,115.0866398
127.1336233,37.54173443,25-10080,T,SN,KDT,0126-112,SB007,377052328,SB25,12,0126-112-1,0126-113-1,1,12,1,1987.2.26,0,450,0,0,1,34.35,26.38,24.82,25.18,23.64,0.75,0.73,0.74,44.83,999,,C,,,Ø450,0126-112/Ø450,Ø450/L34.35,Ø450/L34.35/D0.75/D0.73,1987/Ø450/L34.35,1987/HP/Ø450/L34.35/D25.18/D23.64/S44.83,1987/HP/Ø450/L34.35/D0.75/D0.73,1,N,,,1987,1900,0,,,0,0,3,1,C,N,,999,천호동 224번지외 2개소 하수도 정비공사,1987,0,127.0580741
127.1608371,37.56113786,25-06913,T,SN,SLO,5110-100,SB010,377051973,SB25,13,5101-100-1,5110-200-1,2,12,1,1988.12.30,0,300,0,0,1,36.92,33.59,32.29,32.41,31.14,0.88,0.85,0.86,34.4,999,N,C,,,Ø300,5110-100/Ø300,Ø300/L36.92,Ø300/L36.92/D0.88/D0.85,1988/Ø300/L36.92,1988/HP/Ø300/L36.92/D32.41/D31.14/S34.40,1988/HP/Ø300/L36.92/D0.88/D0.85,41,N,,2015년정확도,1988,1900,0,,,0,0,2,1,C,N,,1,,1988,0,90.29299497
127.1541084,37.548785,25-07324,T,SN,ML,6012-100,SB010,377052402,SB25,12,6017-100-1,6012-200-1,2,12,1,1996.7.9,0,300,0,0,1,7.51,28.73,28.48,27.3,26.73,1.13,1.45,1.29,75.9,999,,D,,,Ø300,6012-100/Ø300,Ø300/L7.51,Ø300/L7.51/D1.13/D1.45,1996/Ø300/L7.51,1996/HP/Ø300/L7.51/D27.30/D26.73/S75.90,1996/HP/Ø300/L7.51/D1.13/D1.45,23,N,,,1996,1900,0,,,0,0,3,1,D,N,,999,명일지구 오수관 개량공사,1996,0,176.9071096
127.1520132,37.55923806,25-13129,T,SN,GDT,0027-100,SB007,377051981,SB25,12,0027-100-1,0027-200-1,1,12,1,1988.12.30,0,450,0,0,1,45.45,27.75,27.58,25.81,25.71,1.49,1.42,1.46,2.2,999,,C,,,Ø450,0027-100/Ø450,Ø450/L45.45,Ø450/L45.45/D1.49/D1.42,1988/Ø450/L45.45,1988/HP/Ø450/L45.45/D25.81/D25.71/S2.20,1988/HP/Ø450/L45.45/D1.49/D1.42,1,N,,,1988,2010,0,,,0,1,3,1,C,N,,999,,1988,0,354.6581867
127.137761,37.54877834,25-02388,T,SN,CH,0204-100,SB007,377052308,SB25,13,0204-100-1,0204-200-1,1,12,1,1900.1.1,0,450,0,0,1,26.66,36.86,34.2,35.21,32.92,1.2,0.83,1.01,85.9,999,N,C,,,Ø450,0204-100/Ø450,Ø450/L26.66,Ø450/L26.66/D1.20/D0.83,1900/Ø450/L26.66,1900/HP/Ø450/L26.66/D35.21/D32.92/S85.90,1900/HP/Ø450/L26.66/D1.20/D0.83,41,N,,2015년정확도,1900,1900,0,,,0,0,2,1,C,N,,1,,1900,0,309.6732493
127.1639138,37.5616216,25-06897,T,SN,SLO,0206-100,SB007,377051973,SB25,13,0206-100-1,0206-200-1,1,12,1,1988.12.30,0,450,0,0,1,29.82,33.64,33.39,32.22,31.49,0.97,1.45,1.21,24.48,999,N,C,,,Ø450,0206-100/Ø450,Ø450/L29.82,Ø450/L29.82/D0.97/D1.45,1988/Ø450/L29.82,1988/HP/Ø450/L29.82/D32.22/D31.49/S24.48,1988/HP/Ø450/L29.82/D0.97/D1.45,41,N,,2015년정확도,1988,1900,0,,,0,0,2,1,C,N,,1,,1988,0,212.8185889
127.122862,37.53384388,25-00391,T,SN,PN,0061-603,SB007,377052335,SB25,13,0061-801-1,0061-604-1,1,12,1,2017.12.31,0,600,0,0,1,47.16,16.67,16.44,15.77,15.26,0.3,0.58,0.44,10.81,999,,,,,Ø600,0061-603/Ø600,Ø600/L47.16,Ø600/L47.16/D0.30/D0.58,1900/Ø600/L47.16,1900/HP/Ø600/L47.16/D15.77/D15.26/S10.81,1900/HP/Ø600/L47.16/D0.30/D0.58,71,N,,,1900,2017,0,1,1,0,2,2,1,C,N,,1,성내2동 83일원 노후하수관로 정비공사,2017,0,44.13660089
127.1696987,37.56047964,25-06984,T,SN,SLO,0054-100,SB007,377051974,SB25,13,0054-100-1,0054-200-1,1,12,1,1988.12.30,0,450,0,0,1,30.69,22.68,22.35,20.86,20.55,1.37,1.35,1.36,10.1,999,N,C,,,Ø450,0054-100/Ø450,Ø450/L30.69,Ø450/L30.69/D1.37/D1.35,1988/Ø450/L30.69,1988/HP/Ø450/L30.69/D20.86/D20.55/S10.10,1988/HP/Ø450/L30.69/D1.37/D1.35,41,N,,2015년정확도,1988,1900,0,,,0,0,2,1,C,N,,1,,1988,0,168.3319058
127.1326698,37.54081416,25-10146,T,SN,KDT,0215-207,SB007,377052327,SB25,12,0215-207-1,0125-200-1,1,12,1,1900.1.1,0,450,0,0,1,16.3,32.52,31.89,31.51,30.94,0.56,0.5,0.53,34.97,999,,C,,,Ø450,0215-207/Ø450,Ø450/L16.30,Ø450/L16.30/D0.56/D0.50,1900/Ø450/L16.30,1900/HP/Ø450/L16.30/D31.51/D30.94/S34.97,1900/HP/Ø450/L16.30/D0.56/D0.50,1,N,,,1900,1900,0,,,0,0,3,1,C,N,,999,,1900,0,139.625912
