idn,dl_sm_cde,dn_sm_cde,dn_cm_cde,pie_no,ty_jl_cde,inx_no,me_og_cde,buse_cde,sat_mhe,end_mhe,en_mt_cde,mop_cde,re_om_cde,lay_ymd,lg_yo_cde,om_pe_dtr,hol_std,vel_std,pe_rw_num,lenx,spt_hsl,ept_hsl,st_pip_hit,et_pip_hit,spt_dep,ept_dep,are_dep,st_rt_rto,hh_fy_cde,chk_yno,mr_dl_cde,dr_en_yno,st_st_yno,dtr_cce,pe_nr_cce,dr_lx_cce,dr_lp_cce,yr_dx_cce,pw_hp_cce,dp_pe_cce,da_st_cde,nw_da_yno,ifw_riv,rmk,ue_st_year,cn_pl_year,cn_spot,rp_mt_cde,dg_gn_cde,cn_area,cn_cs_cde,sy_gn_cde,dv_gn_cde,mr_pl_cde,sv_yn_cde,gh_fc_chk,in_pi_cde,cn_nam,year
25-01284,T,SN,CH,,SB020,"377052326",SB25,"12",,,"999","999","999",1900/01/01,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,,,,,,,,,,,"99",N,,,"1900","1900","0",,,0.00,"0","99","01",,N,,"999",,"1900"
25-07428,T,SN,ML,0013-202,SB007,"377051992",SB25,"12",0013-202-01,0013-203-1,"001","012","001",1900/01/01,"0","300",0.00,0.00,"1",73.600,36.83,36.63,35.55,35.00,0.93,1.28,1.11,7.47,"999",,B,,,Ø300,0013-202/Ø300,Ø300/L73.6,Ø300/L73.6/D0.93/D1.28,1900/Ø300/L73.6,1900/HP/Ø300/L73.60/D35.55/D35.00/S7.47,1900/HP/Ø300/L73.60/D 0.93/D 1.28,"40",N,,,"1900","1900","0",,,0.00,"0","05","01",B,Y,,"999",,"1900"
25-06601,T,SN,SLO,0959-700,SB007,"377052416",SB25,"12",0959-700-1,9999-999-00,"001","012","001",1987/01/01,"0","600",0.00,0.00,"1",36.260,21.76,20.64,20.24,19.49,0.87,0.50,0.69,20.68,"999",,C,,,Ø600,0959-700/Ø600,Ø600/L36.26,Ø600/L36.26/D0.87/D0.50,1987/Ø600/L36.26,1987/HP/Ø600/L36.26/D20.24/D19.49/S20.68,1987/HP/Ø600/L36.26/D 0.87/D 0.50,"02",N,,,"1987","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1987"
25-00937,T,SN,PN,0114-120,SB001,"377052326",SB25,"12",0114-120-1,0114-121-1,"001","030","024",1900/01/01,"0","0",0.50,0.50,"1",30.560,20.02,19.90,19.22,19.10,0.10,0.10,0.10,3.93,"999",,C,,,□0.5X0.5,0114-120/□0.5X0.5,□0.5X0.5/L30.56,□0.5X0.5/L30.56/D0.10/D0.10,1900/□0.5X0.5/L30.56,1900/RC_BOX/□0.5X0.5/L30.56/D19.22/D19.10/S3.93,1900/RC_BOX/□0.5X0.5/L30.56/D 0.10/D 0.10,"01",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-30490,T,SN,CH,0014-100,SB007,"377051897",SB25,"12",0014-100-1,0013-100-00,"001","012","001",1980/12/31,"0","900",0.00,0.00,"1",23.270,16.25,16.34,14.67,14.66,0.63,0.73,0.68,0.40,"999",,B,,,Ø900,0014-100/Ø900,Ø900/L23.27,Ø900/L23.27/D0.63/D0.73,1980/Ø900/L23.27,1980/HP/Ø900/L23.27/D14.67/D14.66/S0.40,1980/HP/Ø900/L23.27/D 0.63/D 0.73,"12",Y,,도형수정,"1980","1900","0",,,0.00,"0","03","01",B,N,,"999",,"1980"
25-00289,T,SN,PN,0014-302,SB007,"377052326",SB25,"12",0014-302-1,0014-305-01,"001","012","001",1900/01/01,"0","600",0.00,0.00,"1",10.350,16.76,17.01,15.00,14.30,1.11,2.06,1.59,67.63,"999",,D,,,Ø600,0014-302/Ø600,Ø600/L10.35,Ø600/L10.35/D1.11/D2.06,1900/Ø600/L10.35,1900/HP/Ø600/L10.35/D15.00/D14.30/S67.63,1900/HP/Ø600/L10.35/D 1.11/D 2.06,"02",N,,,"1900","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1900"
25-35150,T,SN,SLT,0117-200,SB008,"377051976",SB25,"13",0117-200-1,0058-500-1,"002","012","001",2010/01/01,"0","500",0.00,0.00,"1",10.965,21.55,21.66,19.80,18.76,1.25,2.40,1.83,94.85,"999",,,,,Ø500,0117-200/Ø500,Ø500/L10.965,Ø500/L10.965/D1.25/D2.40,2010/Ø500/L10.965,2010/HP/Ø500/L10.97/D19.8/D18.76/S94.85,2010/HP/Ø500/L10.97/D1.25/D2.4,"62",N,,,"2010","1900","0",,,0.00,"0","02","02",,N,,"999",강일1지구 하수관거,"2010"
25-T0096,T,SN,CH,HGL3-024,SB012,"377052305",SB73,"90",HGL3-023-1,HGL3-025-1,"001","041","001",1900/01/01,"0","1200",0.00,0.00,"1",210.890,9.43,10.05,7.10,7.05,1.13,1.80,1.47,0.24,"999",,,,,Ø1200,HGL3-024/Ø1200,Ø1200/L210.89,Ø1200/L210.89/D2.27/D2.18,1900/Ø1200/L210.89,1900/SP/Ø1200/L210.89/D6.5/D6.46/S0.19,1900/SP/Ø1200/L210.89/D2.27/D2.18,"81",N,HB00S0,맨홀및관거조사 불가로 지반고/관저고/심도 누락,"1900","1900","0","999","002",0.00,"0","02","01",,N,Y,"002",차집관거 성능개선 기본.실시설계 및 전산화 DB구축 용역(탄천2차),"1900"
25-35107,T,SN,SLT,0096-100,SB008,"377051976",SB25,"13",0096-100-1,0096-200-1,"002","012","001",2010/01/01,"0","700",0.00,0.00,"1",11.101,21.04,21.03,19.39,19.31,0.95,1.02,0.98,7.21,"999",,,,,Ø700,0096-100/Ø700,Ø700/L11.101,Ø700/L11.101/D0.95/D1.02,2010/Ø700/L11.101,2010/HP/Ø700/L11.1/D19.39/D19.31/S7.21,2010/HP/Ø700/L11.1/D0.95/D1.02,"62",N,,,"2010","1900","0",,,0.00,"0","02","02",,N,,"999",강일1지구 하수관거,"2010"
25-08416,T,SN,ML,0074-601,SB007,"377052319",SB25,"12",0074-601-01,0074-602-1,"001","012","001",1980/12/30,"0","800",0.00,0.00,"1",26.970,22.28,22.11,20.06,19.97,1.37,1.29,1.33,3.34,"999",,D,,,Ø800,0074-601/Ø800,Ø800/L26.97,Ø800/L26.97/D1.37/D1.29,1980/Ø800/L26.97,1980/HP/Ø800/L26.97/D20.06/D19.97/S3.34,1980/HP/Ø800/L26.97/D 1.37/D 1.29,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1980"
25-52008,T,SN,AS,0978-500,SB008,"377051879",SB25,"12",0978-500-1,0978-600-1,"002","012","001",2015/01/01,"0","450",0.00,0.00,"1",17.237,36.67,36.60,34.72,34.65,1.50,1.50,1.50,4.10,"999",,D,,,Ø450,0978-500/Ø450,Ø450/L17.24,Ø450/L17.24/D1.5/D1.5,2015/Ø450/L17.24,2015/HP/Ø450/L17.24/D34.72/D34.65/S0.41,2015/HP/Ø450/L17.24/D1.5/D1.5,"62",N,,,"2015","2015","0","006","999",0.00,"2","02","02",,N,N,"001",구리암사대교 연결도로 건설공사,"2015"
25-52007,T,SN,AS,0978-400,SB008,"377051879",SB25,"12",0978-400-1,0978-500-1,"002","012","001",2015/01/01,"0","450",0.00,0.00,"1",66.017,37.07,36.67,35.12,34.72,1.50,1.50,1.50,6.10,"999",,D,,,Ø450,0978-400/Ø450,Ø450/L66.02,Ø450/L66.02/D1.5/D1.5,2015/Ø450/L66.02,2015/HP/Ø450/L66.02/D35.12/D34.72/S0.61,2015/HP/Ø450/L66.02/D1.5/D1.5,"62",N,,,"2015","2015","0","006","999",0.00,"2","02","02",,N,N,"001",구리암사대교 연결도로 건설공사,"2015"
25-09310,T,SN,GDG,0109-300,SB007,"377052349",SB25,"13",0109-300-1,0112-500-00,"001","012","001",1900/01/01,"0","600",0.00,0.00,"1",5.240,21.45,21.37,18.89,18.97,1.96,1.80,1.88,15.27,"999",N,C,N,N,Ø600,0109-300/Ø600,Ø600/L5.24,Ø600/L5.24/D1.96/D1.80,1900/Ø600/L5.24,1900/HP/Ø600/L5.24/D18.89/D18.97/S15.27,1900/HP/Ø600/L5.24/D1.96/D1.80,"41",N,,2013년정확도 관경불합치 및 관거연결불일치 지역,"1900","1900","0",,,0.00,"0","02","01",C,N,,"001",,"1900"
25-03528,T,SN,CH,0366-109,SB007,"377052326",SB25,"12",0366-109-1,0366-110-1,"001","012","001",1980/12/31,"0","450",0.00,0.00,"1",39.730,17.17,17.19,16.16,16.12,0.51,0.57,0.54,1.01,"999",,B,,,Ø450,0366-109/Ø450,Ø450/L39.73,Ø450/L39.73/D0.51/D0.57,1980/Ø450/L39.73,1980/HP/Ø450/L39.73/D16.16/D16.12/S1.01,1980/HP/Ø450/L39.73/D 0.51/D 0.57,"40",N,,,"1980","2010","0",,,0.00,"1","05","01",B,Y,,"999",,"1980"
25-02213,T,SN,CH,0403-808,SB007,"377052315",SB25,"13",0403-808-1,0403-809-1,"001","012","001",2004/06/01,"0","450",0.00,0.00,"1",30.570,17.29,17.43,16.54,16.20,0.30,0.78,0.54,11.12,"999",,C,,,Ø450,0403-808/Ø450,Ø450/L30.57,Ø450/L30.57/D0.30/D0.78,2004/Ø450/L30.57,2004/HP/Ø450/L30.57/D16.54/D16.20/S11.12,2004/HP/Ø450/L30.57/D0.30/D0.78,"40",N,,,"2004","1900","0",,,0.00,"0","01","01",C,Y,,"999",천호동 337번지 주변 하수관 개량공사,"2004"
25-13422,T,SN,GDG,0016-211,SB007,"377052340",SB25,"13",0016-211-01,0016-212-1,"001","012","001",1900/01/01,"0","450",0.00,0.00,"1",2.840,25.05,25.10,23.00,23.03,1.60,1.62,1.61,10.56,"999",,,,,Ø450,0016-211/Ø450,Ø450/L2.84,Ø450/L2.84/D1.60/D1.62,1900/Ø450/L2.84,1900/HP/Ø450/L2.84/D23.00/D23.03/S10.56,1900/HP/Ø450/L2.84/D1.60/D1.62,"41",N,,2016년정확도,"1900","1900","0",,,0.00,"0","02","01",,N,,"001",,"1900"
25-08539,T,SN,ML,0080-200,SB001,"377052309",SB25,"13",0080-200-00,0083-100-00,"001","030","024",1980/12/30,"0","0",2.50,1.00,"1",67.980,26.56,25.22,24.86,23.62,0.70,0.60,0.65,18.24,"999",N,C,,,□2.5X1.0,0080-200/□2.5X1.0,□2.5X1.0/L67.98,□2.5X1.0/L67.98/D0.70/D0.60,1980/□2.5X1.0/L67.98,1980/RCB/□2.5X1.0/L67.98/D24.86/D23.62/S18.24,1980/RCB/□2.5X1.0/L67.98/D0.70/D0.60,"41",N,,"사다리꼴,2015년정확도","1980","1900","0",,,0.00,"0","02","01",C,N,,"001",,"1980"
25-05904,T,SN,SLO,5246-201,SB010,"377052406",SB25,"12",5246-201-1,5246-200-1,"002","012","001",1900/01/01,"0","450",0.00,0.00,"1",25.680,20.94,21.08,19.81,19.54,0.63,1.04,0.84,10.51,"999",,C,,,Ø450,5246-201/Ø450,Ø450/L25.68,Ø450/L25.68/D0.63/D1.04,1900/Ø450/L25.68,1900/HP/Ø450/L25.68/D19.81/D19.54/S10.51,1900/HP/Ø450/L25.68/D 0.63/D 1.04,"01",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-01622,T,SN,CH,0347-203,SB007,"377052317",SB25,"12",0347-203-1,0347-200-01,"001","012","001",1980/12/31,"0","150",0.00,0.00,"1",3.550,18.48,18.53,16.82,16.43,1.46,1.90,1.68,109.86,"999",,M,,,Ø150,0347-203/Ø150,Ø150/L3.55,Ø150/L3.55/D1.46/D1.90,1980/Ø150/L3.55,1980/HP/Ø150/L3.55/D16.82/D16.43/S109.86,1980/HP/Ø150/L3.55/D 1.46/D 1.90,"40",N,,,"1980","1900","0",,,0.00,"0","05","01",M,Y,,"999",,"1980"
25-07799,T,SN,ML,0057-302,SB007,"377052310",SB25,"12",0057-302-1,0057-304-1,"001","012","001",1980/12/30,"0","600",0.00,0.00,"1",42.150,27.82,26.59,26.82,25.15,0.35,0.79,0.57,39.62,"999",,B,,,Ø600,0057-302/Ø600,Ø600/L42.15,Ø600/L42.15/D0.35/D0.79,1980/Ø600/L42.15,1980/HP/Ø600/L42.15/D26.82/D25.15/S39.62,1980/HP/Ø600/L42.15/D 0.35/D 0.79,"01",N,,,"1980","1900","0",,,0.00,"0","03","01",B,N,,"999",,"1980"
25-40004,T,SN,SLT,1202-302,SB008,"377051985",SB25,"13",1202-302-1,1202-300-00,"002","012","001",2011/12/30,"0","500",0.00,0.00,"1",43.640,23.38,24.24,21.08,21.33,1.80,2.41,2.11,5.73,"999",,,,,Ø500,1202-302/Ø500,Ø500/L43.64,Ø500/L43.64/D1.80/D2.41,2011/Ø500/L43.64,2011/HP/Ø500/L43.64/D21.08/D21.33/S5.73,2011/HP/Ø500/L43.64/D1.80/D2.41,"62",N,,,"2011","1900","0",,,0.00,"0","02","02",,N,,"999",강일2지구 하수관거,"2011"
25-03617,T,SN,CH,0071-102,SB007,"377051897",SB25,"12",0071-102-1,0071-103-1,"001","037","001",2006/06/05,"0","450",0.00,0.00,"1",49.050,18.23,17.84,17.11,16.06,0.62,1.28,0.95,21.41,"999",,B,,,Ø450,0071-102/Ø450,Ø450/L49.05,Ø450/L49.05/D0.62/D1.28,2006/Ø450/L49.05,2006/CP/Ø450/L49.05/D17.11/D16.06/S21.41,2006/CP/Ø450/L49.05/D 0.62/D 1.28,"40",N,,,"2006","1900","0",,,0.00,"0","05","01",B,Y,,"999",암사동461주변 하수관 개량공사,"2006"
25-09145,T,SN,GDG,0013-501,SB007,"377052340",SB25,"12",0013-501-01,0013-502-1,"001","012","001",1991/10/23,"0","600",0.00,0.00,"1",6.970,25.03,25.24,23.61,23.47,0.77,1.12,0.95,20.09,"999",,B,,,Ø600,0013-501/Ø600,Ø600/L6.97,Ø600/L6.97/D0.77/D1.12,1991/Ø600/L6.97,1991/HP/Ø600/L6.97/D23.61/D23.47/S20.09,1991/HP/Ø600/L6.97/D 0.77/D 1.12,"02",N,,,"1991","1900","0",,,0.00,"0","03","01",B,N,,"999",천호동 82-9 도로개설공사외 1건,"1991"
25-06368,T,SN,SLO,0059-201,SB007,"377051984",SB25,"13",0059-201-1,0059-200-1,"001","012","001",1988/12/30,"0","450",0.00,0.00,"1",42.390,21.27,20.74,19.35,19.04,1.47,1.25,1.36,7.31,"999",N,B,,,Ø450,0059-201/Ø450,Ø450/L42.39,Ø450/L42.39/D1.47/D1.25,1988/Ø450/L42.39,1988/HP/Ø450/L42.39/D19.35/D19.04/S7.31,1988/HP/Ø450/L42.39/D1.47/D1.25,"41",N,,2015년정확도,"1988","1900","0",,,0.00,"0","02","01",B,N,,"001",,"1988"
25-03055,T,SN,CH,0086-701,SB007,"377052306",SB25,"12",0086-701-01,0086-704-1,"001","037","001",1992/01/01,"0","450",0.00,0.00,"1",11.080,16.17,16.09,13.35,13.34,2.32,2.25,2.29,0.90,"999",,C,,,Ø450,0086-701/Ø450,Ø450/L11.08,Ø450/L11.08/D2.32/D2.25,1992/Ø450/L11.08,1992/CP/Ø450/L11.08/D13.35/D13.34/S0.90,1992/CP/Ø450/L11.08/D 2.32/D 2.25,"12",N,,,"1992","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1992"
25-12061,T,SN,KDT,0230-203,SB007,"377052348",SB25,"12",0198-301-1,0230-204-1,"001","012","001",1980/12/30,"0","600",0.00,0.00,"1",59.910,19.61,18.92,17.75,16.95,1.21,1.32,1.27,13.35,"999",,D,,,Ø600,0230-203/Ø600,Ø600/L59.91,Ø600/L59.91/D1.21/D1.32,1980/Ø600/L59.91,1980/HP/Ø600/L59.91/D17.75/D16.95/S13.35,1980/HP/Ø600/L59.91/D 1.21/D 1.32,"11",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1980"
25-30482,T,SN,CH,0248-201,SB007,"377052307",SB25,"12",0248-201-1,0248-202-1,"001","012","001",2002/12/20,"0","600",0.00,0.00,"1",39.490,18.36,18.54,17.26,16.94,0.45,0.95,0.70,8.10,"999",,C,,,Ø600,0248-201/Ø600,Ø600/L39.49,Ø600/L39.49/D0.45/D0.95,2002/Ø600/L39.49,2002/HP/Ø600/L39.49/D17.26/D16.94/S8.10,2002/HP/Ø600/L39.49/D 0.45/D 0.95,"40",N,,,"2002","2010","0",,,0.00,"1","05","01",C,Y,,"999",관내 하수도구조물 정비공사(연간단가계약),"2002"
25-13303,T,SN,SN,,SB020,"377052345",SB25,"13",,,"999","999","999",2013/12/31,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,,,,,,,,,,,"99",N,,,"1900","1900","0",,,0.00,,"99","01",,N,,"999",,"2013"
25-19209,T,SN,ML,0021-360,SB001,"377052310",SB25,"13",0021-360-00,0024-200-00,"001","030","024",1900/01/01,"1","0",2.90,1.95,"1",7.220,24.47,24.70,21.52,21.55,1.00,1.20,1.10,4.16,"999",N,C,,,□2.9X2.0,0021-360/□2.9X2.0,□2.9X2.0/L7.22,□2.9X2.0/L7.22/D1.00/D1.20,1900/□2.9X2.0/L7.22,1900/RCB/□2.9X2.0/L7.22/D21.52/D21.55/S4.16,1900/RCB/□2.9X2.0/L7.22/D1.00/D1.20,"41",N,,2015년정확도,"1900","1900","0",,,0.00,"0","02","01",C,N,,"001",,"1900"
25-02532,T,SN,CH,0120-302,SB007,"377051898",SB25,"12",0120-302-1,0120-300-1,"001","012","001",1989/01/01,"0","450",0.00,0.00,"1",23.430,27.40,26.62,26.21,25.48,0.69,0.64,0.67,31.16,"999",,C,,,Ø450,0120-302/Ø450,Ø450/L23.43,Ø450/L23.43/D0.69/D0.64,1989/Ø450/L23.43,1989/HP/Ø450/L23.43/D26.21/D25.48/S31.16,1989/HP/Ø450/L23.43/D 0.69/D 0.64,"01",N,,,"1989","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1989"
25-01554,T,SN,CH,0219-200,SB007,"377052318",SB25,"12",0219-200-1,0219-300-1,"001","012","001",1900/01/01,"0","700",0.00,0.00,"1",29.560,27.22,26.10,25.50,25.07,0.97,0.28,0.63,14.55,"999",,C,,,Ø700,0219-200/Ø700,Ø700/L29.56,Ø700/L29.56/D0.97/D0.28,1900/Ø700/L29.56,1900/HP/Ø700/L29.56/D25.50/D25.07/S14.55,1900/HP/Ø700/L29.56/D 0.97/D 0.28,"01",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-11363,T,SN,KDT,0203-802,SB007,"377052338",SB25,"13",0200-100-1,0203-803-1,"001","012","001",1980/12/30,"0","600",0.00,0.00,"1",47.450,17.31,16.50,15.54,15.09,1.17,0.81,0.99,9.48,"999",,D,,,Ø600,0203-802/Ø600,Ø600/L47.45,Ø600/L47.45/D1.17/D0.81,1980/Ø600/L47.45,1980/HP/Ø600/L47.45/D15.54/D15.09/S9.48,1980/HP/Ø600/L47.45/D1.17/D0.81,"40",N,,,"1980","1900","0",,,0.00,"0","05","01",D,Y,,"999",,"1980"
25-09013,T,SN,GDG,0022-307,SB007,"377052431",SB25,"12",0022-307-1,0022-308-1,"001","012","001",1900/01/01,"0","900",0.00,0.00,"1",7.000,30.28,30.25,28.65,28.45,0.68,0.85,0.77,28.57,"999",N,C,N,N,Ø900,0022-307/Ø900,Ø900/L7,Ø900/L7/D0.68/D0.85,1900/Ø900/L7,1900/HP/Ø900/L7/D30.28/D30.25/S  28.57,1900/HP/Ø900/L7/D0.68/D0.85,"13",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-18383,T,SN,AS,1200-600,SB010,"377051889",SB25,"13",1200-600-1,1200-700-1,"002","012","001",1900/01/01,"0","450",0.00,0.00,"1",56.090,22.99,22.70,19.82,19.15,2.72,3.10,2.91,11.95,"999",,,,,Ø450,1200-600/Ø450,Ø450/L56.09,Ø450/L56.09/D2.72/D3.10,1900/Ø450/L56.09,1900/HP/Ø450/L56.09/D19.82/D19.15/S11.95,1900/HP/Ø450/L56.09/D2.72/D3.10,"41",N,,2012년정확도 재개발지역,"1900","1900","0",,,0.00,"0","02","01",,N,,"001",,"1900"
25-11517,T,SN,KDT,0209-201,SB007,"377052347",SB25,"12",0211-201-1,0209-200-1,"001","012","001",1980/12/30,"0","600",0.00,0.00,"1",81.220,15.15,14.95,13.63,13.56,0.87,0.74,0.81,0.86,"999",,D,,,Ø600,0209-201/Ø600,Ø600/L81.22,Ø600/L81.22/D0.87/D0.74,1980/Ø600/L81.22,1980/HP/Ø600/L81.22/D13.63/D13.56/S0.86,1980/HP/Ø600/L81.22/D 0.87/D 0.74,"01",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1980"
25-06671,T,SN,SLO,5209-200,SB010,"377052415",SB25,"12",5209-200-1,5209-300-1,"002","012","001",1997/01/01,"0","450",0.00,0.00,"1",11.840,26.12,25.82,23.45,23.05,2.17,2.27,2.22,33.78,"999",,D,,,Ø450,5209-200/Ø450,Ø450/L11.84,Ø450/L11.84/D2.17/D2.27,1997/Ø450/L11.84,1997/HP/Ø450/L11.84/D23.45/D23.05/S33.78,1997/HP/Ø450/L11.84/D 2.17/D 2.27,"01",N,,,"1997","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1997"
25-07516,T,SN,ML,0031-220,SB007,"377052412",SB25,"12",0031-120-1,0031-221-1,"001","012","001",1900/01/01,"0","450",0.00,0.00,"1",50.980,35.04,33.10,33.21,31.22,1.33,1.38,1.36,39.03,"999",,C,,,Ø450,0031-220/Ø450,Ø450/L50.98,Ø450/L50.98/D1.33/D1.38,1900/Ø450/L50.98,1900/HP/Ø450/L50.98/D33.21/D31.22/S39.03,1900/HP/Ø450/L50.98/D 1.33/D 1.38,"01",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-00657,T,SN,PN,0016-206,SB007,"377052325",SB25,"12",0016-206-1,0016-216-1,"001","012","001",1900/01/01,"0","600",0.00,0.00,"1",30.400,17.34,16.96,15.69,15.66,1.00,0.65,0.83,0.99,"999",,C,,,Ø600,0016-206/Ø600,Ø600/L30.4,Ø600/L30.4/D1.00/D0.65,1900/Ø600/L30.4,1900/HP/Ø600/L30.40/D15.69/D15.66/S0.99,1900/HP/Ø600/L30.40/D 1.00/D 0.65,"40",N,,,"1900","1900","0",,,0.00,"0","05","01",C,Y,,"999",,"1900"
25-00230,T,SN,PN,0030-400,SB007,"377052336",SB25,"12",0030-400-1,0032-100-1,"001","012","001",1994/07/10,"0","600",0.00,0.00,"1",31.120,16.33,15.88,14.89,14.72,0.79,0.51,0.65,5.41,"999",,C,,,Ø600,0030-400/Ø600,Ø600/L31.12,Ø600/L31.12/D0.79/D0.51,1994/Ø600/L31.12,1994/HP/Ø600/L31.45/D14.89/D14.72/S5.41,1994/HP/Ø600/L31.45/D 0.79/D 0.51,"23",N,,,"1994","1900","0",,,0.00,"0","03","01",C,N,,"999",성내동 120주변외 1개소 하수도 개량공사,"1994"
25-35387,T,SN,HL,0092-101,SB010,"377051965",SB25,"13",0092-101-01,0092-100-1,"002","004","001",2010/01/01,"0","300",0.00,0.00,"1",5.904,23.38,23.36,22.07,21.91,1.01,1.15,1.08,27.10,"999",,,,,Ø300,0092-101/Ø300,Ø300/L5.904,Ø300/L5.904/D1.01/D1.15,2010/Ø300/L5.904,2010/PVC/Ø300/L5.9/D22.07/D21.91/S27.1,2010/PVC/Ø300/L5.9/D1.01/D1.15,"62",N,,,"2010","1900","0",,,0.00,"0","02","02",,N,,"999",강일1지구 하수관거,"2010"
25-03977,T,SN,AS,0930-200,SB007,"377051878",SB25,"12",0930-200-1,0931-100-1,"001","012","001",1979/04/26,"0","500",0.00,0.00,"1",36.410,18.11,16.89,16.65,15.48,0.91,0.86,0.89,32.13,"999",,C,,,Ø500,0930-200/Ø500,Ø500/L36.41,Ø500/L36.41/D0.91/D0.86,1979/Ø500/L36.41,1979/HP/Ø500/L36.41/D16.65/D15.48/S32.13,1979/HP/Ø500/L36.41/D 0.91/D 0.86,"01",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1979"
25-18286,T,SN,HL,0330-202,SB007,"377051945",SB25,"13",0330-202-1,0330-200-00,"001","012","001",1900/01/01,"0","800",0.00,0.00,"1",9.290,18.82,19.02,17.52,17.52,0.50,0.70,0.60,0.00,"999",,,,,Ø800,0330-202/Ø800,Ø800/L9.29,Ø800/L9.29/D0.50/D0.70,1900/Ø800/L9.29,1900/HP/Ø800/L9.29/D17.52/D17.52/S0.00,1900/HP/Ø800/L9.29/D0.50/D0.70,"41",N,,2012년정확도 재개발지역,"1900","1900","0",,,0.00,"0","02","01",,N,,"001",,"1900"
25-12571,T,SN,KDT,,SB020,"377052330",SB25,"12",,,"999","999","999",1980/12/30,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,,,,,,,,,,,"99",N,,,"1900","1900","0",,,0.00,"0","99","01",,N,,"999",,"1980"
25-01677,T,SN,CH,0242-101,SB007,"377052317",SB25,"12",0242-101-01,0242-100-1,"001","012","001",1980/12/31,"0","450",0.00,0.00,"1",47.460,17.90,17.92,17.20,16.25,0.20,1.17,0.69,20.02,"999",,C,,,Ø450,0242-101/Ø450,Ø450/L47.46,Ø450/L47.46/D0.20/D1.17,1980/Ø450/L47.46,1980/HP/Ø450/L47.46/D17.20/D16.25/S20.02,1980/HP/Ø450/L47.46/D 0.20/D 1.17,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
25-00157,T,SN,HL,0012-212,SB007,"377051955",SB25,"12",0012-212-1,0012-213-1,"001","012","001",1900/01/01,"0","300",0.00,0.00,"1",17.800,19.18,19.39,18.03,17.84,0.80,1.20,1.00,10.67,"999",,M,,,Ø300,0012-212/Ø300,Ø300/L17.8,Ø300/L17.8/D0.80/D1.20,1900/Ø300/L17.8,1900/HP/Ø300/L17.80/D18.03/D17.84/S10.67,1900/HP/Ø300/L17.80/D 0.80/D 1.20,"11",N,,,"1900","1900","0",,,0.00,"0","03","01",M,N,,"999",,"1900"
25-08116,T,SN,ML,0057-300,SB007,"377051800",SB25,"13",0057-300-01,0057-400-1,"001","012","001",1980/12/30,"0","1200",0.00,0.00,"1",32.990,26.81,26.47,24.60,24.57,1.01,0.70,0.86,0.91,"999",N,B,,,Ø1200,0057-300/Ø1200,Ø1200/L32.99,Ø1200/L32.99/D1.01/D0.70,1980/Ø1200/L32.99,1980/HP/Ø1200/L32.99/D24.60/D24.57/S0.91,1980/HP/Ø1200/L32.99/D1.01/D0.70,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",B,N,,"999",,"1980"
25-00970,T,SN,PN,1004-208,SB007,"377052326",SB25,"12",1004-208-1,1004-209-1,"001","012","001",1900/01/01,"0","450",0.00,0.00,"1",8.270,17.19,16.67,16.30,15.94,0.39,0.23,0.31,43.53,"999",,C,,,Ø450,1004-208/Ø450,Ø450/L8.27,Ø450/L8.27/D0.39/D0.23,1900/Ø450/L8.27,1900/HP/Ø450/L8.27/D16.30/D15.94/S43.53,1900/HP/Ø450/L8.27/D 0.39/D 0.23,"40",N,,,"1900","1900","0",,,0.00,"0","05","01",C,Y,,"999",,"1900"
