idn,dl_sm_cde,dn_sm_cde,dn_cm_cde,pie_no,ty_jl_cde,inx_no,me_og_cde,buse_cde,sat_mhe,end_mhe,en_mt_cde,mop_cde,re_om_cde,lay_ymd,lg_yo_cde,om_pe_dtr,hol_std,vel_std,pe_rw_num,lenx,spt_hsl,ept_hsl,st_pip_hit,et_pip_hit,spt_dep,ept_dep,are_dep,st_rt_rto,hh_fy_cde,chk_yno,mr_dl_cde,dr_en_yno,st_st_yno,dtr_cce,pe_nr_cce,dr_lx_cce,dr_lp_cce,yr_dx_cce,pw_hp_cce,dp_pe_cce,da_st_cde,nw_da_yno,ifw_riv,rmk,ue_st_year,cn_pl_year,cn_spot,rp_mt_cde,dg_gn_cde,cn_area,cn_cs_cde,sy_gn_cde,dv_gn_cde,mr_pl_cde,sv_yn_cde,gh_fc_chk,in_pi_cde,cn_nam,year
25-02794,T,SN,CH,0097-300,SB007,"377052307",SB25,"12",0097-300-1,0098-100-1,"001","012","001",1980/12/31,"0","600",0.00,0.00,"1",31.350,17.76,17.56,16.73,16.20,0.38,0.71,0.55,16.91,"999",,C,,,Ø600,0097-300/Ø600,Ø600/L31.35,Ø600/L31.35/D0.38/D0.71,1980/Ø600/L31.35,1980/HP/Ø600/L31.35/D16.73/D16.20/S16.91,1980/HP/Ø600/L31.35/D 0.38/D 0.71,"01",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
25-10627,T,SN,KDT,0263-100,SB001,"377052319",SB25,"12",0263-100-00,0263-200-00,"001","030","024",1980/12/30,"0","0",1.80,2.00,"1",101.390,19.90,19.77,16.90,16.80,0.80,0.77,0.79,0.99,"999",,D,,,□1.8X2.0,0263-100/□1.8X2.0,□1.8X2.0/L101.39,□1.8X2.0/L101.39/D0.80/D0.77,1980/□1.8X2.0/L101.39,1980/RC_BOX/□1.8X2.0/L101.39/D16.90/D16.80/S0.99,1980/RC_BOX/□1.8X2.0/L101.39/D 0.80/D 0.77,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",길동역 ~ 대명초등학교 주변 사각형거 보수보강,"1980"
25-12585,T,SN,KDT,0053-202,SB007,"377052340",SB25,"12",0053-202-1,0053-203-1,"001","012","001",1991/10/23,"0","600",0.00,0.00,"1",61.520,24.87,23.69,23.26,22.11,0.96,0.93,0.95,18.69,"999",,D,,,Ø600,0053-202/Ø600,Ø600/L61.52,Ø600/L61.52/D0.96/D0.93,1991/Ø600/L61.52,1991/HP/Ø600/L61.52/D23.26/D22.11/S18.69,1991/HP/Ø600/L61.52/D 0.96/D 0.93,"01",N,,,"1991","1900","0",,,0.00,"0","03","01",D,N,,"999",천호동 82-9 도로개설공사외 1건,"1991"
25-35265,T,SN,SLT,0111-200,SB008,"377051986",SB25,"13",0111-200-01,9999-999-00,"002","012","001",2010/01/01,"0","800",0.00,0.00,"1",44.161,23.02,22.25,22.22,21.45,0.00,0.00,0.00,17.44,"999",,,,,Ø800,0111-200/Ø800,Ø800/L44.161,Ø800/L44.161/D0.00/D0.00,2010/Ø800/L44.161,2010/HP/Ø800/L44.16/D22.22/D21.45/S17.44,2010/HP/Ø800/L44.16/D0/D0,"62",N,,,"2010","1900","0",,,0.00,"0","02","02",,N,,"999",강일1지구 하수관거,"2010"
25-04889,T,SN,SN,2400-204,SB007,"377052335",SB25,"13",2400-204-1,2400-205-1,"001","012","001",2013/12/31,"0","450",0.00,0.00,"1",9.540,17.08,17.01,15.51,15.40,1.12,1.16,1.14,11.53,"999",,,,,Ø450,2400-204/Ø450,Ø450/L9.54,Ø450/L9.54/D1.12/D1.16,2013/Ø450/L9.54,2013/HP/Ø450/L9.54/D15.51/D15.40/S11.53,2013/HP/Ø450/L9.54/D1.12/D1.16,"71",N,,,"1987","2013","0","001","001",0.00,"2","02","01",B,Y,,"999",성내배수분구 하수관로 종합정비 공사,"2013"
25-02074,T,SN,CH,0199-405,SB007,"377052316",SB25,"12",0199-304-01,0199-406-1,"001","012","001",1990/08/09,"0","600",0.00,0.00,"1",22.270,16.88,16.64,16.03,15.58,0.20,0.41,0.31,20.21,"999",,C,,,Ø600,0199-405/Ø600,Ø600/L22.27,Ø600/L22.27/D0.20/D0.41,1990/Ø600/L22.27,1990/HP/Ø600/L22.27/D16.03/D15.58/S20.21,1990/HP/Ø600/L22.27/D 0.20/D 0.41,"02",N,,,"1990","1900","0",,,0.00,"0","03","01",C,N,,"999",천호동 315번지외 3개소 하수도개량공사,"1990"
25-03966,T,SN,AS,0933-101,SB007,"377051888",SB25,"12",0933-101-01,0933-102-1,"001","012","001",1900/01/01,"0","500",0.00,0.00,"1",15.920,16.31,16.54,15.33,15.29,0.43,0.70,0.57,2.51,"999",,M,,,Ø500,0933-101/Ø500,Ø500/L15.92,Ø500/L15.92/D0.43/D0.70,1900/Ø500/L15.92,1900/HP/Ø500/L15.92/D15.33/D15.29/S2.51,1900/HP/Ø500/L15.92/D 0.43/D 0.70,"02",N,,,"1900","1900","0",,,0.00,"0","03","01",M,N,,"999",,"1900"
25-13018,T,SN,GDT,5035-500,SB010,"377051972",SB25,"13",5035-500-1,5035-600-1,"002","012","001",2014/12/31,"0","450",0.00,0.00,"1",37.640,26.57,26.51,25.27,25.24,0.85,0.82,0.84,0.80,"999",,,,,Ø450,5035-500/Ø450,Ø450/L37.64,Ø450/L37.64/D0.85/D0.82,2014/Ø450/L37.64,2014/HP/Ø450/L37.64/D25.27/D25.24/S0.80,2014/HP/Ø450/L37.64/D0.85/D0.82,"71",N,,,"1988","2014","0","001","001",0.00,"2","02","01",C,N,,"999",2014년 관내 하수도 구조물 정비공사,"2014"
25-08709,T,SN,GDG,0029-104,SB007,"377052358",SB25,"12",0029-104-01,0029-105-1,"001","012","001",1980/12/30,"0","450",0.00,0.00,"1",15.790,18.58,17.42,16.59,16.56,1.49,0.36,0.93,1.90,"999",,D,,,Ø450,0029-104/Ø450,Ø450/L15.79,Ø450/L15.79/D1.49/D0.36,1980/Ø450/L15.79,1980/HP/Ø450/L15.79/D16.59/D16.56/S1.90,1980/HP/Ø450/L15.79/D 1.49/D 0.36,"12",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1980"
25-19066,T,SN,ML,,SB020,"377052310",SB25,"13",,,"999","999","001",1900/01/01,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",N,,,,,,,,,,,"99",N,,,"1900","0","0",,,0.00,,"99","01",,N,,"999",,"1900"
25-04131,T,SN,AS,,SB020,"377051887",SB25,"12",,,"999","999","999",1900/01/01,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,,,,,,,,,,,"99",N,,,"1900","1900","0",,,0.00,"0","99","01",,N,,"999",,"1900"
25-35047,T,SN,SLT,0063-100,SB008,"377051966",SB25,"13",0063-100-1,0063-200-1,"002","012","001",2010/01/01,"0","500",0.00,0.00,"1",49.913,22.90,22.95,21.35,21.28,1.05,1.17,1.11,1.40,"999",,,,,Ø500,0063-100/Ø500,Ø500/L49.913,Ø500/L49.913/D1.05/D1.17,2010/Ø500/L49.913,2010/HP/Ø500/L49.91/D21.35/D21.28/S1.4,2010/HP/Ø500/L49.91/D1.05/D1.17,"62",N,,,"2010","1900","0",,,0.00,"0","02","02",,N,,"999",강일1지구 하수관거,"2010"
25-35040,T,SN,SLT,0082-800,SB010,"377051966",SB25,"13",0082-800-1,0080-400-1,"002","004","001",2010/01/01,"0","300",0.00,0.00,"1",48.449,20.48,21.09,18.23,18.14,1.95,2.65,2.30,1.86,"999",,,,,Ø300,0082-800/Ø300,Ø300/L48.449,Ø300/L48.449/D1.95/D2.65,2010/Ø300/L48.449,2010/PVC/Ø300/L48.45/D18.23/D18.14/S1.86,2010/PVC/Ø300/L48.45/D1.95/D2.65,"62",N,,,"2010","1900","0",,,0.00,"0","02","02",,N,,"999",강일1지구 하수관거,"2010"
25-08296,T,SN,ML,0075-206,SB007,"377052309",SB25,"13",0075-206-1,0075-200-00,"001","012","001",1980/12/30,"0","600",0.00,0.00,"1",11.010,20.68,21.12,18.78,18.72,1.30,1.80,1.55,5.45,"999",N,C,,,Ø600,0075-206/Ø600,Ø600/L11.01,Ø600/L11.01/D1.30/D1.80,1980/Ø600/L11.01,1980/HP/Ø600/L11.01/D18.78/D18.72/S5.45,1980/HP/Ø600/L11.01/D1.30/D1.80,"41",N,,2015년정확도,"1980","1900","0",,,0.00,"0","02","01",C,N,,"001",,"1980"
25-11777,T,SN,KDT,0283-210,SB007,"377052357",SB25,"12",0283-210-01,0283-211-1,"001","012","001",1980/12/30,"0","450",0.00,0.00,"1",33.700,15.42,15.43,14.18,14.17,0.74,0.76,0.75,0.30,"999",,D,,,Ø450,0283-210/Ø450,Ø450/L33.7,Ø450/L33.7/D0.74/D0.76,1980/Ø450/L33.7,1980/HP/Ø450/L33.70/D14.18/D14.17/S0.30,1980/HP/Ø450/L33.70/D 0.74/D 0.76,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1980"
25-10735,T,SN,KDT,0181-100,SB007,"377052337",SB25,"12",0181-100-1,0181-200-1,"001","012","001",1900/01/01,"0","600",0.00,0.00,"1",56.610,24.14,23.43,22.60,21.64,0.89,1.14,1.02,16.96,"999",,D,,,Ø600,0181-100/Ø600,Ø600/L56.61,Ø600/L56.61/D0.89/D1.14,1900/Ø600/L56.61,1900/HP/Ø600/L56.61/D22.60/D21.64/S16.96,1900/HP/Ø600/L56.61/D 0.89/D 1.14,"40",N,,,"1900","1900","0",,,0.00,"0","05","01",D,Y,,"999",,"1900"
25-33042,T,SN,SN,,SB020,"377052336",SB25,"13",,,"999","999","999",1900/01/01,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,,,,,,,,,,,"99",N,,,"1900","1900","0",,,0.00,"0","99","01",,N,,"999",,"1900"
25-35055,T,SN,SLT,0070-700,SB010,"377051966",SB25,"13",0070-700-1,0070-800-1,"002","004","001",2010/01/01,"0","300",0.00,0.00,"1",51.336,21.75,22.04,19.20,18.94,2.25,2.80,2.52,5.06,"999",,,,,Ø300,0070-700/Ø300,Ø300/L51.336,Ø300/L51.336/D2.25/D2.80,2010/Ø300/L51.336,2010/PVC/Ø300/L51.34/D19.2/D18.94/S5.06,2010/PVC/Ø300/L51.34/D2.25/D2.8,"62",N,,,"2010","1900","0",,,0.00,"0","02","02",,N,,"999",강일1지구 하수관거,"2010"
25-02644,T,SN,CH,0027-500,SB007,"377051897",SB25,"12",0027-500-1,0159-400-1,"001","012","001",1980/12/31,"0","600",0.00,0.00,"1",17.100,24.93,24.24,22.91,22.56,1.37,1.03,1.20,20.47,"999",,C,,,Ø600,0027-500/Ø600,Ø600/L17.1,Ø600/L17.1/D1.37/D1.03,1980/Ø600/L17.1,1980/HP/Ø600/L17.10/D22.91/D22.56/S20.47,1980/HP/Ø600/L17.10/D 1.37/D 1.03,"01",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
25-06470,T,SN,SLO,0236-102,SB007,"377051994",SB25,"12",0236-102-01,0236-103-1,"001","012","001",1988/12/30,"0","450",0.00,0.00,"1",8.100,27.13,26.49,25.83,25.83,0.80,0.16,0.48,0.00,"999",,D,,,Ø450,0236-102/Ø450,Ø450/L8.1,Ø450/L8.1/D0.80/D0.16,1988/Ø450/L8.1,1988/HP/Ø450/L8.10/D25.83/D25.83/S0.00,1988/HP/Ø450/L8.10/D 0.80/D 0.16,"02",N,,,"1988","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1988"
25-12773,T,SN,GDT,5056-200,SB010,"377051982",SB25,"12",5056-200-1,5056-300-1,"002","012","001",1995/08/25,"0","600",0.00,0.00,"1",40.200,25.47,25.57,24.05,24.10,0.77,0.82,0.80,-1.24,"999",,C,,,Ø600,5056-200/Ø600,Ø600/L40.2,Ø600/L40.2/D0.77/D0.82,1995/Ø600/L40.2,1995/HP/Ø600/L40.20/D24.05/D24.10/S1.24,1995/HP/Ø600/L40.20/D 0.77/D 0.82,"23",N,,,"1995","2010","0",,,0.00,"1","03","01",C,N,,"999",고덕동 오수관 개량공사,"1995"
25-30473,T,SN,CH,0263-100,SB007,"377052307",SB25,"12",0263-100-1,0263-200-1,"001","012","001",1980/12/31,"0","900",0.00,0.00,"1",25.310,18.17,18.20,16.87,16.84,0.35,0.41,0.38,1.19,"999",,B,,,Ø900,0263-100/Ø900,Ø900/L25.31,Ø900/L25.31/D0.35/D0.41,1980/Ø900/L25.31,1980/HP/Ø900/L25.31/D16.87/D16.84/S1.19,1980/HP/Ø900/L25.31/D 0.35/D 0.41,"11",N,,,"1980","1900","0",,,0.00,"0","03","01",B,N,,"999",,"1980"
25-T0030,T,SN,AS,HGL5-010,SB024,"377051876",SB73,"90",HGL5-010-00,HGL5-011-1,"001","030","024",1900/01/01,"0","0",1.60,1.60,"1",98.640,14.08,11.38,8.42,8.40,4.06,1.38,2.72,0.20,"999",,,,,□1.6X1.6,HGL5-010/□1.6X1.6,□1.6X1.6/L98.64,□1.6X1.6/L98.64/D3.84/D1.18,1900/□1.6X1.6/L98.64,1900/□1.6X1.6/L98.64/D14.08/D11.38/S0.04,1900/□1.6X1.6L98.64/D2.51/D1.18,"81",N,HB00S0,한강좌안,"1900","1900","0","999","002",0.00,"0","02","01",,N,Y,"001",차집관거 성능개선 기본.실시설계 및 전산화 DB구축 용역(탄천2차),"1900"
25-06128,T,SN,SLO,0002-501,SB007,"377051993",SB25,"12",0002-501-01,0002-500-1,"001","012","001",1988/12/30,"0","450",0.00,0.00,"1",6.460,32.74,32.51,30.93,30.75,1.31,1.26,1.29,27.86,"999",,D,,,Ø450,0002-501/Ø450,Ø450/L6.46,Ø450/L6.46/D1.31/D1.26,1988/Ø450/L6.46,1988/HP/Ø450/L6.46/D30.93/D30.75/S27.86,1988/HP/Ø450/L6.46/D 1.31/D 1.26,"02",N,,,"1988","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1988"
25-03463,T,SN,CH,0273-204,SB007,"377052307",SB25,"12",0273-204-01,0273-200-01,"001","012","001",2000/06/10,"0","800",0.00,0.00,"1",82.710,18.49,18.22,16.30,16.15,1.34,1.22,1.28,1.81,"999",,B,,,Ø800,0273-204/Ø800,Ø800/L82.71,Ø800/L82.71/D1.34/D1.22,2000/Ø800/L82.71,2000/HP/Ø800/L82.71/D16.30/D16.15/S1.81,2000/HP/Ø800/L82.71/D 1.34/D 1.22,"40",N,,,"2000","1900","0",,,0.00,"0","05","01",B,Y,,"999",천호동 288번지 주변 하수암거 개량공사(2차),"2000"
25-00420,T,SN,PN,0059-110,SB007,"377052336",SB25,"12",0059-110-01,0064-111-01,"001","012","001",1900/01/01,"0","300",0.00,0.00,"1",0.990,17.20,17.17,16.35,15.76,0.50,1.06,0.78,595.96,"999",,D,,,Ø300,0059-110/Ø300,Ø300/L0.99,Ø300/L0.99/D0.50/D1.06,1900/Ø300/L0.99,1900/HP/Ø300/L0.99/D16.35/D15.76/S595.96,1900/HP/Ø300/L0.99/D 0.50/D 1.06,"02",N,,,"1900","1900","0",,,0.00,"0","03","01",D,N,,"999",,"1900"
25-06811,T,SN,SLO,5107-200,SB010,"377051984",SB25,"12",5107-200-1,5107-300-1,"002","012","001",1991/09/30,"0","700",0.00,0.00,"1",49.430,22.70,22.44,19.20,19.19,2.75,2.50,2.63,0.20,"999",,M,,,Ø700,5107-200/Ø700,Ø700/L49.43,Ø700/L49.43/D2.75/D2.50,1991/Ø700/L49.43,1991/HP/Ø700/L49.43/D19.20/D19.19/S0.20,1991/HP/Ø700/L49.43/D 2.75/D 2.50,"01",N,,,"1991","1900","0",,,0.00,"0","03","01",M,N,,"999",고덕천 연결 분류 하수관로 시설공사,"1991"
25-40093,T,SN,SLO,1103-200,SB010,"377051975",SB25,"13",1103-200-1,1103-300-1,"002","105","001",2011/12/30,"0","300",0.00,0.00,"1",49.160,20.45,20.50,17.77,17.65,2.38,2.55,2.47,2.44,"999",,,,,Ø300,1103-200/Ø300,Ø300/L49.16,Ø300/L49.16/D2.38/D2.55,2011/Ø300/L49.16,2011/PVC-DC/Ø300/L49.16/D17.77/D17.65/S2.44,2011/PVC-DC/Ø300/L49.16/D2.38/D2.55,"62",N,,,"2011","1900","0",,,0.00,"0","02","02",,N,,"999",강일2지구 하수관거,"2011"
25-06040,T,SN,SLO,,SB020,"377052405",SB25,"12",,,"999","999","999",1900/01/01,"0","0",0.00,0.00,"1",0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"999",,,,,,,,,,,,"99",N,,,"1900","1900","0",,,0.00,"0","99","01",,N,,"999",,"1900"
25-07134,T,SN,ML,5010-500,SB010,"377051991",SB25,"12",5010-500-1,5010-600-1,"002","012","001",1988/12/30,"0","300",0.00,0.00,"1",39.840,35.14,34.74,33.45,33.17,1.34,1.22,1.28,7.03,"999",,C,,,Ø300,5010-500/Ø300,Ø300/L39.84,Ø300/L39.84/D1.34/D1.22,1988/Ø300/L39.84,1988/HP/Ø300/L39.84/D33.45/D33.17/S7.03,1988/HP/Ø300/L39.84/D 1.34/D 1.22,"01",N,,,"1988","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1988"
25-05898,T,SN,SLO,0355-205,SB007,"377052406",SB25,"12",0355-205-1,0355-206-1,"001","012","001",1900/01/01,"0","450",0.00,0.00,"1",54.850,20.77,20.55,18.99,18.80,1.28,1.25,1.27,3.46,"999",,B,,,Ø450,0355-205/Ø450,Ø450/L54.85,Ø450/L54.85/D1.28/D1.25,1900/Ø450/L54.85,1900/HP/Ø450/L54.85/D18.99/D18.80/S3.46,1900/HP/Ø450/L54.85/D 1.28/D 1.25,"01",N,,,"1900","1900","0",,,0.00,"0","03","01",B,N,,"999",,"1900"
25-00582,T,SN,PN,1007-101,SB007,"377052325",SB25,"12",1007-101-1,1007-102-1,"001","037","001",1900/01/01,"0","450",0.00,0.00,"1",57.310,20.92,20.13,20.05,18.98,0.37,0.65,0.51,18.67,"999",,C,,,Ø450,1007-101/Ø450,Ø450/L57.31,Ø450/L57.31/D0.37/D0.65,1900/Ø450/L57.31,1900/CP/Ø450/L57.31/D20.05/D18.98/S18.67,1900/CP/Ø450/L57.31/D 0.37/D 0.65,"01",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-09754,T,SN,KDT,0093-100,SB001,"377052329",SB25,"12",0093-100-00,0093-200-00,"001","030","024",1980/12/30,"0","0",1.50,2.00,"1",3.520,17.20,17.19,14.86,14.86,0.14,0.13,0.14,0.00,"999",,M,,,□1.5X2.0,0093-100/□1.5X2.0,□1.5X2.0/L3.52,□1.5X2.0/L3.52/D0.14/D0.13,1980/□1.5X2.0/L3.52,1980/RC_BOX/□1.5X2.0/L3.52/D14.86/D14.86/S0.00,1980/RC_BOX/□1.5X2.0/L3.52/D 0.14/D 0.13,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",M,N,,"999",,"1980"
25-03893,T,SN,CH,0330-600,SB001,"377052327",SB25,"12",0330-600-00,0330-700-1,"001","030","024",1900/01/01,"0","0",1.10,1.00,"1",52.680,18.95,18.04,17.50,16.83,0.25,0.01,0.13,12.72,"999",,C,,,□1.1X1.0,0330-600/□1.1X1.0,□1.1X1.0/L52.68,□1.1X1.0/L52.68/D0.25/D0.01,1900/□1.1X1.0/L52.68,1900/RC_BOX/□1.1X1.0/L52.68/D17.50/D16.83/S12.72,1900/RC_BOX/□1.1X1.0/L52.68/D 0.25/D 0.01,"02",N,,,"1900","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1900"
25-02934,T,SN,CH,0095-401,SB007,"377052306",SB25,"12",0095-401-1,0095-400-01,"001","012","001",1980/12/31,"0","300",0.00,0.00,"1",2.120,16.68,16.60,15.10,14.93,1.23,1.32,1.28,80.19,"999",,M,,,Ø300,0095-401/Ø300,Ø300/L2.12,Ø300/L2.12/D1.23/D1.32,1980/Ø300/L2.12,1980/HP/Ø300/L2.12/D15.10/D14.93/S80.19,1980/HP/Ø300/L2.12/D 1.23/D 1.32,"40",N,,,"1980","1900","0",,,0.00,"0","05","01",M,Y,,"999",,"1980"
25-01653,T,SN,CH,0284-200,SB001,"377052317",SB25,"12",0284-200-00,0287-100-00,"001","030","024",1980/12/31,"0","0",2.00,2.00,"1",89.170,17.03,16.73,14.20,13.77,0.63,0.76,0.70,4.82,"999",,C,,,□2.0X2.0,0284-200/□2.0X2.0,□2.0X2.0/L89.17,□2.0X2.0/L89.17/D0.63/D0.76,1980/□2.0X2.0/L89.17,1980/RC_BOX/□2.0X2.0/L89.17/D14.20/D13.77/S4.82,1980/RC_BOX/□2.0X2.0/L89.17/D 0.63/D 0.76,"02",N,,,"1980","1900","0",,,0.00,"0","03","01",C,N,,"999",,"1980"
25-12025,T,SN,KDT,0098-201,SB007,"377052339",SB25,"12",0098-201-1,0098-202-1,"001","012","001",2003/06/30,"0","800",0.00,0.00,"1",57.710,22.01,21.87,20.51,20.13,0.65,0.89,0.77,6.58,"999",N,D,N,N,Ø800,0098-201/Ø800,Ø800/L57.71,Ø800/L57.71/D0.65/D0.89,2003/Ø800/L57.71,2003/HP/Ø800/L57.71/D22.011/D21.87/S   6.58,2003/HP/Ø800/L57.71/D0.651/D0.89,"23",N,HB03S0,,"2003","1900","0",,,0.00,"0","03","01",D,N,,"999",길동 148~318외 1개소 하수관 개량공사,"2003"
25-13029,T,SN,GDT,0048-600,SB007,"377051972",SB25,"12",0048-600-1,0080-200-1,"001","012","001",1991/01/01,"0","600",0.00,0.00,"1",13.110,25.68,26.32,23.50,24.05,1.58,1.67,1.63,41.95,"999",,D,,,Ø600,0048-600/Ø600,Ø600/L13.11,Ø600/L13.11/D1.58/D1.67,1991/Ø600/L13.11,1991/HP/Ø600/L13.11/D23.5/D24.05/S41.95,1991/HP/Ø600/L13.11/D1.58/D1.67,"40",N,,,"1991","1900","0",,,0.00,"0","05","01",D,Y,,"999",,"1991"
25-08282,T,SN,ML,0059-513,SB007,"377052310",SB25,"13",0059-513-1,0059-500-1,"001","012","001",1988/01/01,"0","800",0.00,0.00,"1",28.210,22.99,23.07,20.99,20.77,1.20,1.50,1.35,7.80,"999",N,B,,,Ø800,0059-513/Ø800,Ø800/L28.21,Ø800/L28.21/D1.20/D1.50,1988/Ø800/L28.21,1988/HP/Ø800/L28.21/D20.99/D20.77/S7.80,1988/HP/Ø800/L28.21/D1.20/D1.50,"40",N,,,"1988","1900","0",,,0.00,"0","05","01",B,Y,,"999",,"1988"
25-07900,T,SN,ML,0077-206,SB007,"377052309",SB25,"12",0077-206-1,0077-208-1,"001","012","001",1900/01/01,"0","450",0.00,0.00,"1",24.570,33.51,32.72,32.16,31.70,0.85,0.52,0.69,18.72,"999",,C,,,Ø450,0077-206/Ø450,Ø450/L24.57,Ø450/L24.57/D0.85/D0.52,1900/Ø450/L24.57,1900/HP/Ø450/L24.57/D32.16/D31.70/S18.72,1900/HP/Ø450/L24.57/D 0.85/D 0.52,"40",N,,,"1900","2012","0",,,0.00,"1","05","01",C,Y,,"999",,"1900"
